"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","hb_check_5","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseSevere_1","diseaseSevere_2","diseaseSevere_3r","diseaseSevere_4","diseaseSevere_5r","diseaseSevere_6","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","vaccDanger_check_3","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","sex","age","educ","comments","workerId","assignmentId","hitId","study_time","payment"
"64","2017-07-14 10:55:01","2017-07-14 11:12:43","0","44a1dfa409f8a6eb","100","1062","1","2017-07-14 11:12:44","R_1IWwXV2QKMgS2EP","","","","",39.96,-75.2,"anonymous","EN","5","2","3","2","5","4","6","3","3","3","5","5","5","4","5","4","6","5","5","5","2","2","7","4","1","7","1","5","7","2","2","7","1","5","3","7","3","6","1","3","6","4","5","4","4","4","1","7","3","7","1","2","2","2","6","6","4","4","4","4","5","5","5","3","5","5","5","5","3","5","5","1","40","3","","7bcb4a53960b8807","3M68NM076H7451GKQ5NUZ4MYKEFR6S","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"65","2017-07-14 11:05:13","2017-07-14 11:13:25","0","8a833a6a97567a20","100","492","1","2017-07-14 11:13:25","R_40XnaUtj3RbjWff","","","","",39.71,-104.97,"anonymous","EN","5","1","5","5","5","1","6","1","1","1","3","4","7","1","1","7","7","1","1","7","1","5","7","7","3","7","1","5","7","1","1","7","1","6","1","7","3","7","1","2","7","3","7","1","6","2","1","7","4","7","1","2","1","1","7","7","4","6","4","4","5","6","4","3","4","5","7","7","7","6","5","1","49","2","none","3ea94ba48f0425f5","3BF51CHDTVAW2WG2SBVJCZA1K2VH0K","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"66","2017-07-14 10:57:54","2017-07-14 11:14:07","0","ef8a1ea9b2179ed0","100","973","1","2017-07-14 11:14:08","R_emmXySQWqEXUnmN","","","","",33.5,-84.38,"anonymous","EN","4","6","3","4","5","6","6","5","2","2","1","6","5","3","3","3","5","2","5","3","2","4","6","4","6","6","2","4","6","2","2","6","1","4","2","6","3","6","2","4","6","4","5","2","4","4","6","6","5","6","2","4","4","2","5","6","4","2","4","6","2","4","4","4","4","4","2","4","2","6","6","1","28","4","none","9fabbc10de6f3250","333U7HK6I9FMSMCMSNMZ3JAZRJ8JDK","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"67","2017-07-14 11:07:17","2017-07-14 11:15:08","0","93a779b77f51d81e","100","471","1","2017-07-14 11:15:09","R_2tgl1TWwu9Hon1Y","","","","",39.36,-76.64,"anonymous","EN","6","4","4","2","5","5","6","5","2","4","3","3","6","3","2","4","7","1","1","6","1","7","6","6","1","6","1","6","6","2","1","7","1","6","2","7","3","6","2","2","6","2","6","2","7","2","1","7","2","7","1","1","2","4","6","6","3","2","2","5","3","4","2","2","6","7","1","2","1","6","7","0","51","4","","5dd4fada78356ae7","3LYA37P8IQNOO9KKWCV598MC3NWBK4","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"68","2017-07-14 11:03:30","2017-07-14 11:15:45","0","7a0051dcab6962b9","100","734","1","2017-07-14 11:15:46","R_AyRF6EsJCRWn2Jr","","","","",34.87,-92.4,"anonymous","EN","5","6","5","4","5","3","6","3","1","2","5","5","5","5","4","5","6","3","5","4","3","5","7","4","2","6","1","5","6","2","1","5","2","5","4","6","3","2","1","3","6","4","3","2","4","3","1","7","2","7","1","3","3","5","6","6","5","2","6","2","3","2","2","3","6","6","3","3","3","4","5","1","27","4","","a374dfed0512f8ee","308XBLVESI4ABDXFMW42AK8QYFQBRX","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"69","2017-07-14 11:08:47","2017-07-14 11:16:32","0","3df21f28aed2f998","100","464","1","2017-07-14 11:16:33","R_6fyYAsP8zEUEiFr","","","","",39.94,-105.05,"anonymous","EN","5","4","5","6","5","3","6","5","4","2","6","6","5","5","4","2","4","2","2","5","1","5","6","6","2","6","2","5","6","3","3","6","2","4","2","5","3","5","2","4","6","2","6","3","4","4","1","7","2","7","1","2","2","2","5","6","4","4","4","4","3","3","4","5","5","5","3","5","3","5","6","1","25","2","","8a9ad812e32a73b7","3H7XDTSHKCRBAQMC1C6MYU7467XGWM","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"70","2017-07-14 11:14:29","2017-07-14 11:16:51","0","4d8f10daa0bec763","100","142","1","2017-07-14 11:16:52","R_2zuSnQLnbFpfavY","","","","",34.54,-86.87,"anonymous","EN","6","3","3","5","2","3","2","3","3","2","5","2","5","3","6","5","2","2","4","5","3","2","2","2","5","3","5","2","5","6","2","2","2","5","3","2","2","2","2","2","3","3","2","2","2","3","2","3","5","2","3","3","2","2","3","5","2","2","2","3","5","2","5","3","6","2","3","2","2","3","5","0","22","3","","bc80c1f84742161a","33NF62TLXJ2U6SIWK48M7W5PBS5JKX","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"71","2017-07-14 11:09:13","2017-07-14 11:17:11","0","cb3c2870702d61c6","100","478","1","2017-07-14 11:17:11","R_1EZoj17z11ZagdR","","","","",30.54,-87.21,"anonymous","EN","2","2","2","2","5","2","6","2","2","1","5","5","6","3","2","2","6","2","2","6","3","5","5","5","2","6","3","3","7","1","1","7","1","6","2","5","3","5","1","1","5","2","5","2","6","2","1","7","1","7","1","2","1","2","6","7","5","3","3","5","3","6","3","3","2","5","6","5","5","2","3","0","36","6","no","7204a4060a06c01e","3EJJQNKU9R5K2Q01MOEYWVBOTSVRHT","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"72","2017-07-14 10:59:55","2017-07-14 11:19:01","0","d1e13593a8cf47a5","100","1145","1","2017-07-14 11:19:01","R_4TrmYIyxZdNjEpb","","","","",21.12,-101.67,"anonymous","EN","7","6","7","7","5","7","1","7","4","2","2","6","5","6","5","2","5","3","7","6","2","3","7","4","1","6","1","4","6","3","2","6","5","4","4","5","3","4","4","6","3","5","4","5","3","4","2","6","2","6","2","7","7","7","3","3","3","5","3","4","5","5","3","3","6","6","3","4","6","6","7","0","35","4","None, thank you","68e912a38d14f898","3IGI0VL647K9F9UWXUS77K3F4HKONQ","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"73","2017-07-14 11:10:03","2017-07-14 11:19:09","0","7a6d5f0ec6aff37f","100","546","1","2017-07-14 11:19:09","R_2CJOcfgZtM9HNr9","","","","",39.46,-121.4,"anonymous","EN","6","6","5","4","5","5","3","4","3","2","3","6","5","6","4","2","3","1","2","5","1","5","6","4","2","6","1","3","6","2","1","6","4","4","2","6","3","3","4","4","5","5","6","3","3","4","1","7","3","7","1","6","5","7","3","5","4","4","2","5","4","2","3","3","5","5","2","4","5","5","6","0","44","4","no","614a446ce394068f","3QUO65DNQUOMAZE5UV4TLFV9CDDOUI","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"74","2017-07-14 10:55:24","2017-07-14 11:19:21","0","5b585e08b2756022","100","1437","1","2017-07-14 11:19:22","R_1Nh8vkUr884eFko","","","","",30.47,-90.48,"anonymous","EN","6","5","5","6","5","6","4","6","4","2","2","6","5","5","5","2","3","3","3","6","3","5","5","6","5","5","5","2","5","7","3","5","3","4","4","5","3","4","4","4","3","4","5","4","4","5","2","7","2","6","2","7","5","5","5","6","5","4","4","6","4","5","4","3","5","5","6","7","7","3","5","1","44","4","EVERYTHING WENT FINE","421a24118157ef88","39KFRKBFINV3R8YA4W1IO01M81OOYG","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"75","2017-07-14 10:54:58","2017-07-14 11:19:49","0","d6f3a3412e9e7f2c","100","1490","1","2017-07-14 11:19:49","R_1KxLEZNhGJxdqcF","","","","",37.51,-118.31,"anonymous","EN","7","5","4","3","5","7","5","5","5","5","1","7","3","7","5","1","4","2","3","6","5","5","7","6","1","6","2","7","6","3","2","5","4","3","2","4","3","4","3","4","4","3","4","4","3","6","2","5","5","5","1","5","3","1","3","5","5","4","4","4","4","3","5","4","2","5","1","3","2","5","6","0","31","3","no","83f5958692340543","3SLE99ER0NDJD4J6WDYFWNAP7W9BZQ","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"76","2017-07-14 11:08:53","2017-07-14 11:19:49","0","7b6d866093571465","100","656","1","2017-07-14 11:19:50","R_1OoAIbgUw2x01ET","","","","",33.74,-118.29,"anonymous","EN","6","3","6","3","5","3","6","3","3","1","5","3","6","2","3","2","7","2","2","6","2","6","5","6","2","6","6","3","6","3","2","7","3","3","5","6","3","5","3","3","5","3","6","2","5","5","1","7","3","7","1","3","3","3","6","7","6","2","6","7","6","5","7","7","3","3","5","7","6","5","3","1","49","2","No comments.","8a0f0cb0dfc26453","3NOKK93PR18J9C4UAHMSCLFSMNDEEN","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"77","2017-07-14 11:08:05","2017-07-14 11:19:57","0","0e305e12a332eb3e","100","712","1","2017-07-14 11:19:57","R_3HFIpvGYQBBdYW3","","","","",40.28,-74.72,"anonymous","EN","5","3","5","3","5","5","5","5","4","3","3","5","1","7","2","1","2","2","1","5","1","5","5","5","2","6","1","5","6","3","3","6","2","2","5","5","3","4","3","3","5","3","5","3","3","6","2","6","7","6","2","6","6","3","1","5","5","4","5","5","3","5","5","6","3","3","5","5","5","7","7","0","44","4","","eca7c1c3ae5f4697","38F71OA9GTW9REW3MQUH7B517QJMF2","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"78","2017-07-14 11:13:56","2017-07-14 11:20:07","0","aa13048b3fb2a674","100","371","1","2017-07-14 11:20:08","R_3FKEdbgXGaFOVI3","","","","",36.18,-115.14,"anonymous","EN","4","4","4","4","5","4","4","4","4","3","3","4","5","4","4","4","4","3","4","4","2","4","4","4","4","4","4","4","5","3","2","7","1","5","2","7","3","5","1","2","6","3","4","4","4","3","1","7","1","7","1","3","3","2","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","1","30","4","","8fb0d7e96057d2a2","3FE2ERCCZX89IU69D95ZB98A4WLOPM","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"79","2017-07-14 11:12:50","2017-07-14 11:20:58","0","a0d0e8d814f3c490","100","488","1","2017-07-14 11:20:58","R_DMhWyN2fdMpu43D","","","","",38.83,-91.97,"anonymous","EN","3","2","2","2","5","1","6","1","1","2","6","5","6","5","2","5","6","2","3","6","1","5","5","6","2","5","1","4","6","3","2","6","1","6","3","6","3","6","2","1","6","3","5","2","5","2","1","7","1","7","1","4","3","3","5","6","3","5","2","4","5","3","5","4","3","4","3","4","2","5","6","0","28","4","none","040652a2ffda8f44","3RGU30DZTA8PWGIZ5GL2M9XT0X0MJ5","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"80","2017-07-14 11:15:55","2017-07-14 11:21:03","0","18e60ae7ba177cdc","100","307","1","2017-07-14 11:21:03","R_1liscHVqeghdGZ4","","","","",32.8,-116.97,"anonymous","EN","5","3","5","5","5","2","6","2","2","2","6","7","5","5","4","2","4","2","5","5","4","6","5","4","3","5","1","5","5","5","3","5","1","6","4","7","3","6","1","4","6","2","5","2","5","3","1","7","4","7","1","3","4","2","6","5","5","4","4","4","4","3","4","5","4","5","6","4","3","5","5","1","30","3","","646970fd6d5ab886","3018Q3ZVOIQ5S3SNGI46F9OKGX5RAI","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"81","2017-07-14 10:54:48","2017-07-14 11:22:08","0","195020390077def7","100","1639","1","2017-07-14 11:22:08","R_xr8ml8s9T8ZFCkp","","","","",41.39,-81.3,"anonymous","EN","3","6","4","6","5","2","6","2","3","2","6","2","6","3","2","5","6","2","2","6","1","1","6","6","2","6","2","3","6","2","6","6","1","6","2","6","3","6","1","1","6","2","6","2","6","2","2","6","2","6","2","3","2","2","6","6","4","2","5","6","2","5","6","5","2","3","6","7","7","6","6","0","37","4","","c441ac555c2936f8","308XBLVESI4ABDXFMW42AK8QYFQRBD","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"82","2017-07-14 11:11:11","2017-07-14 11:22:33","0","1c3bd1ef78569d85","100","682","1","2017-07-14 11:22:34","R_3s69bumUgPnT1J5","","","","",41.69,-83.73,"anonymous","EN","3","2","3","2","5","2","6","4","2","2","4","3","6","3","2","3","6","3","3","5","3","5","5","5","3","5","3","5","6","2","2","6","1","6","3","6","3","6","2","2","6","2","6","2","6","2","2","6","3","6","2","4","3","3","6","6","3","5","3","3","5","3","3","3","4","6","4","4","3","5","5","1","26","4","","71d0516a5a9860b0","3KJYX6QCM9B8M3C8J8MT95G6RQCJVJ","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"83","2017-07-14 11:09:35","2017-07-14 11:23:10","0","11355a74ac421527","100","814","1","2017-07-14 11:23:10","R_1hDQ2bFrOOde2tx","","","","",38.81,-121.25,"anonymous","EN","4","1","5","1","5","1","5","5","1","1","3","6","6","5","1","6","7","5","5","3","5","1","7","7","1","7","1","6","7","1","1","7","1","5","1","7","3","7","1","1","7","1","7","1","7","1","1","7","1","7","1","1","1","1","6","7","1","5","1","3","5","5","4","4","5","5","7","7","5","5","6","1","30","2","na","d8848a718a528f7f","3L4D84MILZS342HOEJ5PU4PXJB1JHT","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"84","2017-07-14 11:17:44","2017-07-14 11:24:15","0","781a1050f5b34aed","100","390","1","2017-07-14 11:24:15","R_1jj3dvwyPCP57nK","","","","",38,-121.32,"anonymous","EN","5","1","5","6","5","5","5","2","1","1","4","6","6","4","5","1","5","2","2","7","2","5","2","7","3","4","2","3","7","5","2","6","3","4","1","6","3","3","2","5","2","2","5","4","4","4","1","7","3","7","1","6","3","3","6","7","6","3","4","4","3","7","5","4","4","4","7","7","7","4","4","1","28","3","","1b51c1060a8b7f8d","38BQUHLA9W03XR9WLTD7U5EFZRAMOO","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"85","2017-07-14 11:16:23","2017-07-14 11:28:21","0","6a297f56b8674948","100","718","1","2017-07-14 11:28:22","R_1CKg6istoq6LKsr","","","","",41.07,-111.99,"anonymous","EN","5","5","6","6","5","7","5","6","2","4","3","5","6","4","5","2","6","2","3","5","2","6","6","6","4","6","2","4","6","6","2","6","4","5","6","5","3","4","4","4","4","6","5","6","6","4","3","6","3","5","2","6","6","5","2","4","6","2","6","5","2","7","6","5","4","4","5","6","2","5","7","0","53","6","","7b4764b0484f2747","32Q90QCQ1SLMVCW463XVAGSX6K9EK7","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"86","2017-07-14 10:55:25","2017-07-14 11:29:12","0","70910235e6a6946c","100","2026","1","2017-07-14 11:29:12","R_22qXxe1NjwtsQgc","","","","",34.08,-118.26,"anonymous","EN","5","5","6","6","5","4","3","5","3","4","2","4","5","5","4","4","5","4","1","4","4","4","4","4","4","5","3","5","4","4","2","5","4","5","4","5","3","5","3","4","5","4","5","4","3","5","5","5","6","5","2","4","4","3","5","5","4","4","5","4","4","2","5","5","4","4","4","5","3","3","3","1","32","4","","feac4ec59770634d","3ZPPDN2SLVW2EGDD2666K7EHVQXE9D","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"87","2017-07-14 11:22:05","2017-07-14 11:29:14","0","ffb1a00620fd1c2d","100","429","1","2017-07-14 11:29:14","R_2YxBGNERy8GDdrF","","","","",41.59,-88.06,"anonymous","EN","5","4","3","4","5","5","6","7","4","4","7","7","1","6","6","1","4","1","5","7","4","6","6","4","4","7","1","6","4","4","4","6","4","4","6","4","3","2","4","7","3","7","6","5","3","4","4","6","2","1","1","3","1","1","1","5","7","1","5","7","1","5","7","7","2","1","6","7","7","5","1","1","40","2","","85ef1ee341d7f62c","36NEMU28XFDB20IYCF4HBZR12T9MW0","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"88","2017-07-14 11:24:12","2017-07-14 11:30:36","0","730814e96eb035d4","100","383","1","2017-07-14 11:30:36","R_BDGv36nb4XrgBCV","","","","",32.85,-97.29,"anonymous","EN","3","5","5","5","5","3","6","5","1","2","3","7","5","5","5","1","4","5","5","5","3","4","7","6","4","6","1","7","6","7","1","7","1","5","1","7","3","6","2","2","7","3","5","3","4","3","1","7","1","7","1","5","3","4","5","6","6","4","7","6","4","5","5","4","5","5","6","6","3","5","5","1","29","2","","9b0ee4d6c1ec125e","3OONKJ5DKCJ7E05ZU4NYGP3LNS6BOO","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"89","2017-07-14 11:25:21","2017-07-14 11:30:44","0","7a9e3e63e6bc8a7a","100","322","1","2017-07-14 11:30:44","R_2U41juMM5otbMVG","","","","",30.47,-89.15,"anonymous","EN","3","1","4","2","5","7","7","3","1","4","2","5","7","2","3","2","7","5","6","5","3","2","7","7","1","7","1","7","7","2","1","7","1","3","1","7","3","4","1","2","6","1","7","1","4","4","1","7","5","6","1","2","5","1","6","6","5","3","2","5","3","2","3","5","5","5","3","5","6","6","5","0","24","3","","354f655a929faaac","37XITHEISW9TLIPL0W0XL4E8G0QRCK","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"90","2017-07-14 11:25:50","2017-07-14 11:32:10","0","2618d83072636541","100","379","1","2017-07-14 11:32:10","R_2wGeB9TvrPxixgV","","","","",37.75,-97.82,"anonymous","EN","6","6","6","5","5","6","6","5","4","4","2","7","5","7","4","1","6","2","2","6","3","5","5","5","2","6","2","5","5","5","3","5","2","5","3","6","3","6","2","3","5","3","5","3","4","4","2","6","4","6","2","5","5","3","3","5","4","5","4","4","5","4","4","4","5","5","5","4","3","5","5","0","33","4","","86f508bf897eb05a","37M28K1J0QDOUF9A8DVXDI2T6GBJAI","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"91","2017-07-14 11:16:39","2017-07-14 11:33:35","0","6e52396f023c38f4","100","1016","1","2017-07-14 11:33:35","R_11dYr3XR66epa0X","","","","",41.85,-87.65,"anonymous","EN","6","4","5","5","5","5","5","5","3","2","4","5","5","4","4","2","3","2","2","5","4","5","6","6","5","6","1","5","6","3","2","6","3","6","4","5","3","5","2","4","5","2","6","2","4","5","2","6","2","6","1","5","4","4","5","6","5","5","4","3","5","5","4","3","5","5","5","5","3","4","6","1","29","3","","f44ef12d4dfe0231","3JAOYWH7VI4GKMN5JSTAX2414NY9LV","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"92","2017-07-14 11:15:30","2017-07-14 11:33:46","0","5938edde00ce077f","100","1095","1","2017-07-14 11:33:47","R_Xo0l9hPPxYHDPQR","","","","",33.76,-117.79,"anonymous","EN","7","1","5","1","5","5","6","5","1","1","1","7","5","5","2","1","6","1","6","7","2","6","6","7","1","7","1","4","7","1","1","7","1","7","1","7","3","6","1","1","6","5","6","1","5","2","1","7","1","7","1","1","1","1","7","7","3","6","2","2","6","1","2","5","6","6","2","1","1","7","7","1","46","4","","f12f05e32e044746","3ZSY5X72NXBUU7MOQ19OG48P5E9ORE","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"93","2017-07-14 10:55:34","2017-07-14 11:36:10","0","0e8ae8dc0f7a3c09","100","2435","1","2017-07-14 11:36:10","R_1dcS2afi3kDop1N","","","","",4.6,-74.08,"anonymous","EN","5","1","7","4","5","6","6","4","1","4","6","4","6","4","5","2","6","1","4","7","1","4","7","7","3","7","1","7","6","1","1","7","1","4","4","7","3","7","1","1","7","1","7","1","7","5","1","7","1","7","1","3","1","1","7","7","7","2","4","7","1","5","6","5","5","4","6","6","1","3","1","0","22","4","No","7b131719ae29f48b","3EICBYG644WCNU68SRROJDSH6JWJCK","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"94","2017-07-14 11:15:00","2017-07-14 11:39:21","0","0163ad88e7691918","100","1460","1","2017-07-14 11:39:22","R_x9kOyTGuaBiZAf7","","","","",13.71,100.46,"anonymous","EN","6","4","6","4","5","1","1","7","7","1","7","3","6","2","3","6","5","6","6","2","6","1","4","5","5","6","1","1","4","4","5","5","7","1","6","1","3","1","7","7","1","4","3","4","1","7","4","5","4","4","4","6","5","6","2","2","3","6","1","1","2","3","4","6","5","5","6","6","2","3","7","0","26","3","Thank you","466a862acecb6b6f","34X6J5FLPTYGHVGRX9SJ3IHYAYXJQP","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"95","2017-07-14 11:38:39","2017-07-14 11:45:59","0","ce731c1c60fef3a7","100","439","1","2017-07-14 11:45:59","R_2U5X8bFf0QBng38","","","","",34.66,-112.29,"anonymous","EN","2","1","2","2","5","2","6","2","2","2","6","6","5","3","2","3","5","2","5","2","5","2","5","2","3","4","3","3","6","2","2","6","1","6","2","6","3","6","2","2","6","3","6","3","5","2","2","7","2","6","1","3","3","3","5","5","3","5","2","2","6","2","2","2","6","6","2","2","2","6","6","1","26","4","none","75e4d2b248c94b06","3O7L7BFSHEPVPH6G60CJX0DKEGKEIW","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"96","2017-07-14 11:41:42","2017-07-14 11:49:03","0","ffea315e23061909","100","441","1","2017-07-14 11:49:04","R_2bTyK9t99W7pZ5L","","","","",47.67,-117.44,"anonymous","EN","5","2","3","3","5","5","6","3","2","3","6","5","5","5","3","2","6","3","5","3","6","2","6","4","3","5","2","3","5","2","2","6","1","6","4","6","3","6","1","4","5","2","6","2","6","2","1","6","3","6","1","5","5","2","5","5","5","5","3","4","6","6","3","3","6","6","5","6","3","5","6","1","53","3","","50c30f94b994e0e7","39RP059MEHTJEXKNHO8LOLEGSSRBM9","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"97","2017-07-14 11:41:14","2017-07-14 11:49:44","0","137d79ea1551c728","100","510","1","2017-07-14 11:49:45","R_54FnHqsmQlRyav7","","","","",1.29,103.86,"anonymous","EN","3","5","5","3","3","4","1","5","7","1","7","3","1","6","1","3","2","3","1","3","1","1","5","5","6","5","7","4","3","5","6","1","2","5","6","6","3","4","3","2","6","6","7","2","6","7","3","2","5","5","4","5","3","4","5","6","6","6","2","2","5","1","7","7","3","2","1","1","6","7","4","0","28","4","","cf9b49054b5fe923","3ZOTGHDK5IB6VMM15Q9T6EDLRGSOS2","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"98","2017-07-14 11:33:17","2017-07-14 11:52:56","0","43be99c369c5dd60","100","1178","1","2017-07-14 11:52:57","R_rqkRY8DCRRSzdxT","","","","",32.83,-109.79,"anonymous","EN","4","1","1","1","5","2","7","1","1","1","5","4","7","1","1","2","6","4","6","7","2","4","7","7","1","7","1","7","7","1","1","7","1","7","2","7","3","7","1","1","7","1","6","1","6","6","7","7","1","7","1","1","1","1","7","7","1","1","4","4","1","4","4","4","1","4","1","2","2","7","6","1","26","3","","45aea7500edf22b8","3LKC68YZ3A3Z233APVJU33G6XTOOWH","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"99","2017-07-14 11:43:18","2017-07-14 11:55:00","0","7ead5c44cb9a41f9","100","702","1","2017-07-14 11:55:00","R_1q4ymLwlGgKQpau","","","","",25.98,-80.34,"anonymous","EN","3","5","6","6","5","7","3","7","6","4","1","7","2","6","2","1","5","5","6","3","5","3","5","6","2","5","2","6","6","3","5","3","4","1","2","3","3","1","5","7","1","5","3","5","2","7","3","2","7","3","3","6","5","3","2","5","3","2","3","5","2","2","2","5","3","3","3","6","1","5","2","0","49","4","Great topic!","10da559a7716607d","3AMYWKA6YBM18OO4YD6Q59HT9RV6OY","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"100","2017-07-14 11:38:26","2017-07-14 11:57:30","0","073f0e3198a2e567","100","1143","1","2017-07-14 11:57:30","R_1ocBvyBlC26Xddx","","","","",39.83,-77.23,"anonymous","EN","5","5","4","6","5","7","3","7","7","6","1","5","5","6","3","1","5","2","3","6","3","6","6","7","3","7","2","5","5","3","4","5","5","5","6","6","3","4","3","5","3","5","5","6","3","6","3","6","6","5","3","5","5","5","3","5","6","5","4","6","3","6","5","5","3","3","5","5","2","6","7","1","43","2","","24d0be4037a5e135","39RP059MEHTJEXKNHO8LOLEGSSRBM9","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"101","2017-07-14 11:30:22","2017-07-14 11:58:33","0","99c205f69b56a969","100","1689","1","2017-07-14 11:58:33","R_PtfPEE5rf1vxNHr","","","","",34.13,-84.3,"anonymous","EN","6","6","6","4","5","4","6","4","6","1","5","6","5","5","5","2","4","3","3","3","1","4","4","3","5","6","5","3","6","6","4","6","3","5","5","5","3","5","3","3","6","2","4","3","3","3","3","6","1","6","1","5","5","4","5","6","6","2","5","5","2","5","7","5","3","2","6","6","6","5","6","1","33","6","THIS TOPIC IS VERY IMPORTANT ","62530c4d5e3ea9b0","3TESA3PJ31AFXOOK8DYU21PA4RVMM9","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"102","2017-07-14 11:45:43","2017-07-14 12:00:10","0","595e75cc601276ce","100","866","1","2017-07-14 12:00:10","R_1rc8M5dG6PS153G","","","","",38.96,-94.58,"anonymous","EN","4","4","2","4","5","7","5","4","2","1","6","7","3","2","4","6","5","2","5","6","6","5","5","4","1","4","2","7","7","3","4","3","6","5","4","4","3","6","4","5","7","2","3","7","3","3","4","4","5","4","4","4","4","3","6","6","3","6","4","5","7","5","2","3","5","3","6","4","1","2","4","0","24","3","","d4a137cbc7d8f1f5","37U1UTWH9VMR9FZ8JKKSJIIPQ95R8E","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"103","2017-07-14 12:16:02","2017-07-14 12:22:39","0","0e70cf50454b3347","100","396","1","2017-07-14 12:22:39","R_xa5UMnwXKQO9gnD","","","","",41.38,-89.15,"anonymous","EN","5","4","3","4","5","5","7","7","4","4","7","7","4","5","6","1","5","5","7","7","6","3","4","6","1","7","7","7","3","4","7","3","6","1","7","2","3","1","7","6","1","7","3","7","1","7","7","1","7","1","7","6","5","5","5","5","7","2","7","7","2","7","7","7","4","3","7","7","7","3","4","1","28","2","","1cd389d4d4150a65","3T111IHZ5EQRNKIIOCQ6JED0AFN9RL","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
