"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_hb_1","hb_hb_2","hb_hb_3","hb_hb_4","nat_nat_1","nat_nat_2r","nat_nat_3","nat_nat_4","nat_nat_5","medSkept_medSkept_1","medSkept_medSkept_2r","medSkept_medSkept_3","medSkept_medSkept_4","medSkept_medSkept_5","medSkept_medSkept_6","diseaseRare_diseaseRare_1","diseaseRare_diseaseRare_2","diseaseRare_diseaseRare_3","diseaseRare_check_5","diseaseRare_diseaseRare_4","diseaseSevere_diseaseSevere_1","diseaseSevere_diseaseSevere_2","diseaseSevere_diseaseSevere_3","diseaseSevere_diseaseSevere_4r","diseaseSevere_diseaseSevere_5","diseaseSevere_diseaseSevere_6","vaccEff_vaccEff_1","vaccEff_vaccEff_2r","vaccEff_vaccEff_3r","vaccEff_vaccEff_4","vaccDanger_vaccDanger_1","vaccDanger_vaccDanger_2","vaccDanger_vaccDanger_3","vaccDanger_vaccDanger_4r","vaccTox_vaccTox_1","vaccTox_vaccTox_2","vaccTox_vaccTox_3","vaccTox_vaccTox_4r","vaccStrain_vaccStrain_1","vaccStrain_vaccStrain_2r","vaccStrain_vaccStrain_3","vaccStrain_vaccStrain_4","vaccStrain_vaccStrain_5","vaccIntent_vaccIntent_1r","vaccIntent_vaccIntent_2","vaccIntent_vaccIntent_3r","vaccIntent_vaccIntent_4","vaccIntent_vaccIntent_5r","parentExpert_parentExpert_1","parentExpert_parentExpert_2","parentExpert_parentExpert_3","parentExpert_parentExpert_4r","infantImmLimCap_infantImmLimCap_1","infantImmLimCap_infantImmLimCap_2r","infantImmLimCap_infantImmLimCap_3","infantImmLimCap_infantImmLimCap_4","infantImmLimCap_infantImmLimCap_5","immSympt_immSympt_1","immSympt_immSympt_2r","immSympt_immSympt_3r","immSympt_immSympt_4","immSympt_immSympt_5r","immSympt_immSympt_6","immSympt_immSympt_7r","infantImmWeak_infantImmWeak_1","infantImmWeak_infantImmWeak_2","infantImmWeak_infantImmWeak_3","infantImmWeak_infantImmWeak_4r","overpar_overpar_1r","overpar_overpar_2r","overpar_overpar_3","overpar_overpar_4","overpar_overpar_5","sex","age","educ","comments","workerId","assignmentId","hitId","study_time","payment"
"6/26/17 11:13","6/26/17 11:18","0","a4ed52eb845203bf","100","305","1","6/26/17 11:18","R_1M65mA4lpzVwp3R","","","","",32.7,-109.66,"anonymous","EN","5","5","5","5","3","6","4","2","2","5","4","2","4","3","6","4","4","4","5","3","5","4","4","3","7","7","4","6","3","5","4","4","4","5","4","4","4","4","5","5","4","4","4","3","4","4","5","3","3","2","3","4","6","5","3","4","5","3","5","6","4","4","4","4","3","4","4","6","4","4","5","4","3","1","37","3","Thanks","74a98a2bba067e07","3PPTZCWALQK6HALVFVV5RC5OSHPZQA","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:08","6/26/17 11:18","0","cdf4445636d31c3c","100","598","1","6/26/17 11:18","R_3ma8O8Iy8jgt1fm","","","","",30.43,-100.54,"anonymous","EN","3","3","4","1","6","6","5","4","2","5","3","1","5","5","7","4","2","1","5","4","7","6","4","4","7","7","5","7","4","5","4","4","4","4","3","3","4","4","5","5","4","7","7","4","4","4","4","4","1","1","1","6","4","4","4","4","4","4","6","4","4","5","5","4","7","7","7","1","3","4","6","6","5","1","28","2","","b059e00a7788ada3","31IBVUNM9SZSH1QC0IV8U7OEX4AVFC","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:05","6/26/17 11:18","0","14f4641bc5f43b47","100","785","1","6/26/17 11:18","R_2aJ3wisri0x24uN","","","","",35.25,-92.37,"anonymous","EN","6","4","4","6","6","2","7","6","2","6","5","2","4","3","4","5","5","2","5","4","7","7","7","1","7","7","7","2","2","6","3","4","4","7","2","1","2","6","2","6","2","2","2","6","7","6","7","1","7","7","5","5","6","3","6","6","3","2","5","6","6","3","4","3","5","5","5","3","5","7","5","7","7","0","58","4","all good","bdc1ff1efa7f5816","3NGMS9VZTLI3L44M03Q4CLLS9ANFF9","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:03","6/26/17 11:19","0","1fa73d87b8c5eafd","100","965","1","6/26/17 11:19","R_1jJKZz9bPRDadl7","","","","",39.11,-94.59,"anonymous","EN","4","2","4","1","2","6","2","4","1","7","4","1","2","1","7","2","2","1","5","4","6","3","4","2","6","4","4","4","1","5","1","4","4","6","1","1","4","4","3","6","2","2","2","1","7","1","7","1","4","2","2","6","4","6","4","2","2","1","4","7","4","4","4","7","4","2","2","5","4","4","4","6","2","1","29","2","No comments.","40797ce7ea32015a","3NPFYT4IZC4QZQR2BH280DLBEUIXGG","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:14","6/26/17 11:19","0","1d6b28f888849e44","100","285","1","6/26/17 11:19","R_22kMrHQqHjcmwrb","","","","",26.27,-80.26,"anonymous","EN","4","4","6","4","2","6","2","2","2","5","7","1","1","1","6","1","1","1","5","1","7","7","7","4","7","7","6","2","1","7","1","1","1","7","1","1","4","6","2","6","2","2","2","1","7","1","7","1","1","1","1","7","6","4","4","4","4","2","4","4","2","6","4","4","5","7","6","2","2","3","6","7","6","1","26","3","","fe23efa377900a7e","3DY46V3X3PIJHAI8OF0M4X32VMV55X","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:14","6/26/17 11:19","0","66e5495f20192968","100","310","1","6/26/17 11:19","R_3ff0qz7Blh1tSOb","","","","",45.93,-87.99,"anonymous","EN","5","4","4","4","3","4","2","2","2","5","5","2","3","3","5","2","1","2","5","2","6","6","6","2","6","6","6","2","2","6","2","2","2","6","2","2","3","4","4","4","4","4","4","1","7","3","7","1","5","2","3","5","4","5","4","4","3","2","6","5","3","4","3","6","4","3","4","5","4","5","5","4","4","0","29","4","","303d09aeaf511f7d","35BLDD71I6XYMIHC1UPFXZ4W994ZV4","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:07","6/26/17 11:20","0","ebc35a42ce6ab43f","100","758","1","6/26/17 11:20","R_ehWqtb64yKyH5bb","","","","",43.14,-77.55,"anonymous","EN","5","5","5","5","6","5","6","5","3","5","6","2","2","2","2","6","7","3","5","7","6","5","5","2","6","6","7","2","2","7","1","2","3","6","2","2","2","6","2","6","6","2","2","2","7","2","6","1","4","3","2","5","3","6","4","3","3","5","1","5","3","6","5","5","3","3","3","6","2","5","3","5","5","1","21","3","","55ead960f91bcd21","3Z2R0DQ0JHEREWSEHXRRAK63O532EU","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:07","6/26/17 11:20","0","4e74bc18a218ada7","100","783","1","6/26/17 11:20","R_2dgrc6QszUQ6wqi","","","","",33.61,-84.06,"anonymous","EN","2","2","2","3","3","6","4","2","4","5","4","3","6","6","7","2","3","2","5","2","4","4","4","4","2","3","6","3","2","6","2","4","3","6","2","2","4","6","1","6","2","3","4","2","7","5","7","1","4","4","3","5","2","3","3","3","3","2","5","5","3","5","2","5","4","4","3","4","3","4","6","5","4","1","22","3","","52262b8403f13018","3R5F3LQFV2K3WY8F0I3127AODG7ZO2","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:13","6/26/17 11:20","0","a4f148396e597ee9","100","461","1","6/26/17 11:20","R_2WZjiHe7iEGfMiM","","","","",38.99,-84.77,"anonymous","EN","1","1","2","1","1","7","2","1","1","7","5","1","1","1","1","1","3","1","5","2","6","3","5","2","6","7","7","1","1","7","1","3","1","7","1","1","1","7","2","7","2","2","3","1","7","1","7","1","1","1","1","6","5","3","5","5","4","2","5","7","2","4","3","6","4","5","5","5","4","4","5","6","5","1","25","3","No.","d9496ede72824479","3WETL7AQWT8G3VV4AWCTP05IHQ4537","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:11","6/26/17 11:21","0","c7dd40c959338a81","100","582","1","6/26/17 11:21","R_31gdH4piFARuzNA","","","","",18.48,-67.12,"anonymous","EN","6","6","6","6","6","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","6","4","6","4","6","6","6","7","7","6","1","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","1","6","6","6","6","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","4","4","4","4","4","0","25","2","nice","bc11c746d27b68cb","3OLF68YTN918PDNEPN4CYKA1CUAFAW","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:15","6/26/17 11:21","0","b7d89077ef49a852","100","359","1","6/26/17 11:21","R_tWdZYGcYLVVL769","","","","",39.17,-84.23,"anonymous","EN","6","2","4","5","2","6","4","1","1","7","6","1","5","1","7","1","1","1","5","1","7","5","5","1","6","7","6","2","1","7","1","4","2","7","1","1","6","6","3","5","1","1","1","1","7","1","7","1","7","6","2","3","5","2","2","6","2","1","7","7","5","6","1","6","4","4","7","5","2","7","5","7","7","1","37","4","none","312c6e3515a5b288","3TEM0PF1Q5XFQGB06FCTLEV3RVID0S","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:22","0","ac5f6ed17c034bff","100","1350","1","6/26/17 11:22","R_29gjsDC8bUSRJXf","","","","",18,-76.8,"anonymous","EN","5","6","4","4","7","2","7","4","4","5","5","2","4","5","7","1","3","1","5","1","4","3","4","4","4","5","5","5","4","5","4","4","4","4","4","3","4","3","2","5","2","5","5","4","1","4","5","1","5","5","2","3","4","5","5","5","3","1","5","4","1","7","4","7","1","7","7","3","4","2","5","5","5","1","35","4","","370576736b40e94a","3OCHAWUVGOKV1CNL18NNY5D4LBZXKJ","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:13","6/26/17 11:22","0","96640846588ff197","100","506","1","6/26/17 11:22","R_2CCB02JTiQwRADv","","","","",39.74,-75.67,"anonymous","EN","5","5","5","5","5","5","3","3","5","3","5","5","3","5","5","2","2","2","5","2","6","5","5","2","6","6","6","3","2","6","3","5","4","5","3","3","3","5","5","5","3","5","5","2","6","5","6","2","5","5","3","3","5","3","5","5","5","4","3","4","5","3","5","3","5","5","5","3","5","5","3","3","3","0","55","4","","fd33792ac4f439a2","3DH6GAKTYYPFQCCH65CZ4Y8QRQ6ZYD","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:10","6/26/17 11:22","0","a6bbe6a43565c667","100","697","1","6/26/17 11:22","R_3iwD57CrJ42K26h","","","","",37.34,-121.89,"anonymous","EN","2","2","5","1","4","6","2","2","1","5","6","1","2","1","6","3","2","3","5","6","6","6","6","2","6","6","7","2","2","6","2","2","2","6","2","2","2","6","2","6","2","2","2","1","1","2","7","1","3","1","1","7","5","2","6","6","4","3","5","6","4","4","4","4","6","5","5","3","2","7","3","3","1","0","28","6","","5d97a72ad884b88d","3CP1TO84PT1RIDZL6WYO6Q0QBC452W","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:20","6/26/17 11:22","0","fc4babed4b64456b","100","89","1","6/26/17 11:22","R_3JFDskDnfoN0xmF","","","","",44.12,-124,"anonymous","EN","2","2","2","3","2","1","2","7","2","1","7","7","3","2","2","5","6","7","5","4","7","2","2","6","2","7","7","1","2","2","3","2","2","1","2","2","7","7","1","1","7","3","3","7","2","2","2","7","7","3","2","2","7","2","1","2","3","2","7","2","2","2","2","6","2","2","2","4","7","2","2","2","1","1","21","2","no","88e8fdf6aaa41d6c","3Y4W8Q93LZKVJHCG9C0I67LTLRUVD1","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:18","6/26/17 11:22","0","ddfe3a6b98bd46b2","100","222","1","6/26/17 11:22","R_3hfI25UaH0xmmQi","","","","",33.04,-96.67,"anonymous","EN","5","5","4","5","5","5","3","2","3","6","5","4","4","4","5","4","4","4","5","4","5","4","3","5","4","4","4","4","3","5","4","5","4","5","3","3","5","3","3","4","4","4","5","4","3","4","3","4","3","4","3","5","4","4","3","4","3","5","5","5","3","5","5","5","3","3","3","5","3","5","4","3","3","1","33","4","","be45dc0c4db54e58","3QEMNNSB2XZT8RBKREX20T5QZ9O7DM","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:14","6/26/17 11:23","0","fc757fc6f9edcf49","100","518","1","6/26/17 11:23","R_vPiE0xGfzELfLZn","","","","",37.94,-122.31,"anonymous","EN","4","2","4","3","1","7","1","1","1","4","6","2","2","2","4","2","1","1","3","1","7","7","5","1","7","5","4","2","1","7","1","4","3","7","1","1","1","7","5","4","3","5","4","7","7","4","7","1","4","1","1","6","6","3","6","6","4","4","5","5","4","4","4","4","5","6","6","3","3","3","5","6","6","1","32","3","No","83997e3d1125994b","3HPZF4IVNMT2IJ17ERSRT075I8LCYS","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:17","6/26/17 11:24","0","4ecaae577dc6d9f5","100","401","1","6/26/17 11:24","R_rrQz4og2g0hlBXb","","","","",32.78,-96.82,"anonymous","EN","5","4","5","6","4","6","6","2","2","6","4","2","5","3","5","2","3","2","5","2","6","5","6","2","7","7","7","1","2","5","4","5","3","5","3","1","5","5","4","4","3","5","4","6","7","5","7","1","4","4","3","5","5","3","5","7","4","2","6","6","7","5","5","6","7","7","6","2","3","4","6","6","5","1","23","3","","2f9d7e23781a01d8","3YOH7BII0973XNIQ1TM5AKGJ50RVKE","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:17","6/26/17 11:25","0","2fd25acda1f9ef76","100","466","1","6/26/17 11:25","R_3e8BWzcNSYggNXR","","","","",39.61,-86.11,"anonymous","EN","5","5","5","3","6","5","5","3","3","3","5","4","2","5","3","2","2","2","5","2","6","3","6","2","6","5","6","3","4","5","2","2","3","5","3","1","3","5","3","5","3","3","3","2","6","2","6","2","7","5","5","3","5","3","3","3","3","2","5","6","4","6","3","5","5","5","5","3","3","3","6","6","3","0","33","5","Vaccinating our children is extremely important. ","752ec837160c0c26","3FE7TXL1LINGBZIJQOMR41VH78R2Q6","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:19","6/26/17 11:25","0","c88ddd33326af168","100","382","1","6/26/17 11:25","R_21tQjkDoX2KzCD1","","","","",36.97,-121.99,"anonymous","EN","5","5","3","5","1","5","3","2","2","2","6","2","2","2","3","2","2","2","5","1","6","6","6","1","7","7","6","2","2","6","1","2","2","6","2","2","3","6","3","5","2","2","2","2","6","2","6","2","5","3","1","5","2","5","2","3","2","2","6","6","3","5","3","5","6","5","6","3","3","3","5","6","5","0","38","4","No","b644e095429b9609","3DHE4R9OCWBPYAO5NSHFANRF1LI2GB","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:21","6/26/17 11:25","0","ebf072fde1cc7aca","100","265","1","6/26/17 11:25","R_DpegApZZpFFanBv","","","","",32.31,-111.17,"anonymous","EN","4","4","4","4","2","7","2","2","2","7","4","1","4","1","7","4","4","4","5","4","7","7","7","1","7","7","7","1","1","7","1","1","1","6","1","1","1","7","1","4","1","1","1","1","7","1","7","1","4","1","1","7","6","4","4","1","1","1","6","7","4","6","2","4","4","4","4","4","7","7","1","1","1","1","33","2","","6f13d4ed7c8d9871","30ZX6P7VF8VZPCE6VY2I70JVTDZ2JF","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:04","6/26/17 11:25","0","24810efe5186df6d","100","1281","1","6/26/17 11:25","R_2Pwn7UCgtKnp9pX","","","","",40.7,-73.89,"anonymous","EN","5","4","6","6","3","4","5","3","4","5","5","3","5","4","6","4","6","3","5","4","6","6","6","2","6","6","6","5","2","6","4","4","4","4","3","2","4","4","5","4","3","5","5","2","6","5","5","3","5","3","2","5","3","4","5","5","3","3","6","2","5","4","2","6","4","5","5","4","3","3","5","4","5","1","29","4","Not particularly, it was pretty straight forward and clear, which I like.","558bd0f50cf243fa","3CN4LGXD5XOZNFOSLCM9A2VHQV44Y7","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:17","6/26/17 11:26","0","260305e9483f2788","100","515","1","6/26/17 11:26","R_1kMq27NZC1kXkmB","","","","",27.97,-81.67,"anonymous","EN","5","2","5","1","1","7","2","1","1","5","7","1","2","1","5","1","4","1","5","4","6","5","7","2","6","6","6","2","1","7","1","4","2","7","1","1","3","6","3","6","2","3","4","1","7","2","7","1","2","1","1","7","6","3","6","7","4","2","5","6","6","4","4","3","2","7","7","3","6","5","5","4","2","1","24","2","","e0e6014edd579ac1","3WLEIWSYHOH3Y6JG7YZXVN3GGLV2HA","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:18","6/26/17 11:26","0","e66ff291b4523e7f","100","457","1","6/26/17 11:26","R_pc2Jt3PLQNGvzfr","","","","",47.86,-122.28,"anonymous","EN","4","1","1","1","1","7","1","1","1","5","7","1","1","1","1","1","5","1","5","3","7","4","5","1","7","7","7","1","1","7","1","1","1","7","1","1","1","7","5","7","1","2","2","1","7","1","7","1","1","1","1","7","1","7","1","1","1","1","7","7","1","7","1","7","4","2","4","6","4","4","4","4","1","1","35","4","","5ad0d3fd377c68cc","3U84XHCDICDZS5YXHYOSO94JWP84ZY","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:25","6/26/17 11:27","0","17c4616dbe54f9da","100","86","1","6/26/17 11:27","R_1MSpwN9dEjUu7eI","","","","",34.26,-84.49,"anonymous","EN","6","3","6","2","5","4","6","3","6","2","3","2","6","6","4","4","6","3","5","5","3","6","2","4","4","5","2","7","3","6","2","4","5","4","6","2","3","6","6","3","4","7","2","5","3","6","2","2","6","3","2","6","2","6","5","6","3","5","3","5","3","3","3","5","6","3","2","6","6","3","3","4","4","1","24","4","
","8a60e2813f192f9e","3OS46CRSLFZWY8X1ZPS401B1457V69","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:27","0","1d51321183f5bdee","100","1661","1","6/26/17 11:27","R_umqd1l13d8FwKOJ","","","","",39.65,-79.94,"anonymous","EN","6","4","4","4","4","4","5","4","3","7","5","2","3","2","7","2","5","2","5","5","6","6","6","2","6","6","6","2","2","6","2","2","2","6","2","2","2","6","4","6","4","4","4","2","6","3","6","2","4","4","2","6","6","6","4","6","2","2","6","6","2","6","2","4","4","4","4","4","5","6","4","4","3","0","25","4","N/A","4ed655fa8f11b522","3G5F9DBFOPXCVXHIV8J8XS0RDJNVHA","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:17","6/26/17 11:27","0","e2ee06e2f58231c2","100","604","1","6/26/17 11:27","R_4UivHREo3b6iQyl","","","","",48.74,-122.48,"anonymous","EN","5","3","4","5","6","4","4","4","2","6","4","4","3","3","6","4","5","4","5","3","5","4","4","3","5","4","6","3","4","6","1","4","4","6","3","3","4","3","4","4","4","4","4","7","7","3","7","1","5","5","4","4","4","4","4","6","4","2","4","4","5","5","4","4","5","4","4","5","6","6","4","5","4","1","25","3","None","e1d046a8e05366ff","3CTOC39K37Q6BDBC1AJD3R034TL7J0","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:17","6/26/17 11:29","0","fad0c0b428fa3f08","100","726","1","6/26/17 11:29","R_TbH8k47ZnAWpar7","","","","",34.59,-118.25,"anonymous","EN","5","4","5","4","5","3","6","1","1","6","6","2","2","2","6","3","3","2","5","2","7","7","6","1","7","7","6","4","1","6","2","4","3","6","4","4","4","6","3","6","2","5","3","1","7","4","7","1","4","3","2","4","5","4","3","4","3","2","6","6","6","6","4","6","6","3","2","3","6","5","4","6","2","1","30","4","thank you","eaad924abbb71608","3LBXNTKX0RVBKG4UXBWY8WZOAHNX9P","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:13","6/26/17 11:29","0","b03fe4462112857c","100","961","1","6/26/17 11:29","R_2Tq1JWVX3xHdMbD","","","","",41.99,-88.19,"anonymous","EN","7","7","7","7","1","7","1","3","1","4","6","6","6","4","6","1","1","1","5","1","7","7","7","1","7","7","6","1","1","7","1","4","1","7","1","1","1","7","1","1","1","1","1","1","7","4","7","1","1","1","1","6","4","4","4","4","4","1","6","7","4","6","7","6","4","4","4","4","1","4","7","7","7","0","31","4","","360fd95f72d2d267","3FTF2T8WLRIWVGZ4N60C6DLH1FI9W9","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:21","6/26/17 11:30","0","7b955cc774d2d6d2","100","538","1","6/26/17 11:30","R_2zMGBrtP23oxdjj","","","","",38.75,-90.35,"anonymous","EN","7","5","5","5","1","7","3","1","1","6","7","1","5","3","7","3","5","1","5","4","6","3","4","2","5","3","5","4","1","6","1","6","4","7","2","2","5","7","2","7","4","5","6","1","7","1","7","1","1","1","1","7","3","5","4","3","3","5","3","6","4","7","4","4","3","7","4","4","4","4","5","5","5","1","25","3","","5cbaf92b5f01bd96","37UQDCYH6XVF28B6IZXW6FBXZGRV78","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:16","6/26/17 11:31","0","ee71b734be73df22","100","907","1","6/26/17 11:31","R_1rNAZ1wPykbaJSU","","","","",-33.46,-70.67,"anonymous","EN","5","4","5","4","6","6","3","3","2","4","5","3","4","4","6","5","6","6","5","6","3","4","3","3","5","6","6","5","3","6","3","5","4","5","2","3","3","6","4","5","4","3","5","2","6","3","5","2","3","3","3","6","5","5","3","4","3","5","5","6","3","5","4","3","5","3","4","5","3","2","6","6","3","0","26","6","People's opinions and views of vaccines","57c0a720f2010576","3Q5C1WP23M1KTSHPNSYA17QLJ6Q51F","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:25","6/26/17 11:32","0","7176e923f75765ff","100","419","1","6/26/17 11:32","R_2wLAqkZ4SqBEFvE","","","","",40.14,-75.12,"anonymous","EN","5","3","4","4","2","6","1","1","1","2","7","1","2","2","4","3","5","2","5","4","6","6","5","1","7","7","7","1","1","7","1","4","1","7","1","1","1","7","1","5","1","2","3","1","7","1","7","1","2","2","1","7","4","3","3","4","1","2","5","7","2","7","4","6","4","3","4","5","6","4","5","4","5","0","22","3","","7c6ac3ec6a814e09","32UTUBMZ7GW24KEWVG9CBHXTI6IVBU","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:21","6/26/17 11:32","0","b631e057f8623400","100","617","1","6/26/17 11:32","R_R8NOh4kesvJK3fz","","","","",46.72,-116.92,"anonymous","EN","6","1","3","2","3","5","4","4","4","6","5","3","3","4","6","4","5","4","5","4","4","4","5","1","4","5","6","3","2","7","1","4","2","6","1","1","1","7","6","6","6","6","6","1","7","4","7","1","5","4","4","5","6","3","4","7","4","1","7","7","1","7","1","7","5","7","7","3","6","6","1","2","1","1","20","2","","8c13802d7d48731a","39JEC7537U1LEP629G57M13B0RIVC1","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:13","6/26/17 11:33","0","3123820d59e0dc68","100","1179","1","6/26/17 11:33","R_1QF4K4i3Cw2HYBx","","","","",39.28,-76.56,"anonymous","EN","6","7","3","3","2","5","5","6","4","6","6","3","5","2","5","3","3","6","5","6","4","3","3","3","6","7","2","2","5","6","2","1","6","5","6","4","3","3","4","3","6","5","6","4","5","4","6","3","5","3","6","2","6","3","6","5","3","1","3","2","7","6","7","4","6","2","3","5","3","6","6","3","1","1","30","4","none","a5626564f26364de","32N49TQG3GIXLA94P29GG6DN0OXVAZ","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:28","6/26/17 11:33","0","d23f3bc9f0baa8d0","100","310","1","6/26/17 11:33","R_3Rq0EWEhCe5LB1v","","","","",45.44,-122.62,"anonymous","EN","5","6","4","5","4","5","4","5","6","3","5","5","4","4","4","6","4","4","5","5","4","5","5","6","5","6","5","6","4","5","4","4","4","5","4","3","5","5","5","4","4","6","5","3","5","5","4","3","4","6","5","6","5","5","6","6","4","3","6","4","5","4","5","5","6","5","6","3","5","4","3","5","4","0","33","4","","bf8d1610644a5b64","3K3R2QNK8B3J3CAZS6LBOP0KGZ79UA","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:27","6/26/17 11:34","0","f04bbc0d12b4639f","100","387","1","6/26/17 11:34","R_rq0sHIFijzijTzj","","","","",38.58,-90.29,"anonymous","EN","7","4","2","4","4","6","2","2","1","5","7","2","1","2","6","2","6","2","5","6","4","4","4","4","7","7","7","2","1","6","2","4","4","6","2","2","4","6","2","7","4","4","4","1","7","4","7","1","6","4","4","6","6","4","2","4","2","2","5","4","3","4","4","6","6","6","6","4","3","3","5","6","6","1","30","3","No comments.","298fb3fe78dabf84","3W92K5RLWUH0F4XNU6IZ8VX18AWV5T","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:27","6/26/17 11:34","0","0d293020e129452b","100","384","1","6/26/17 11:34","R_YWeFoe1w1alEgx3","","","","",38.89,-77.18,"anonymous","EN","1","1","1","1","1","7","1","1","1","1","7","1","1","1","1","1","1","1","5","1","7","7","7","1","7","7","7","1","1","7","1","1","1","7","1","1","1","7","1","7","1","1","1","1","7","1","7","1","1","1","1","7","7","1","7","7","4","1","7","7","1","7","1","7","7","7","7","1","1","1","7","7","7","1","25","4","","676a8dd26f326e72","3B3WTRP3DB2AJ01X9MB5I65SX8N29K","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:23","6/26/17 11:36","0","3f4eff601fc0f774","100","786","1","6/26/17 11:36","R_3R4yvhvFkxScTSs","","","","",14.6,120.98,"anonymous","EN","5","4","5","4","3","5","4","6","4","4","5","4","4","4","5","4","5","4","5","4","4","5","5","5","4","5","4","4","5","5","2","5","4","5","5","4","5","4","4","4","5","4","5","4","6","4","6","2","5","4","4","3","4","5","4","4","5","4","4","5","4","5","5","5","6","6","4","3","5","5","4","4","4","1","29","6","thanks a lot","6772d698168bf92a","33LK57MYLT5IUQ087ZKAMCKPA5AZSZ","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:23","6/26/17 11:36","0","501df8995422e397","100","799","1","6/26/17 11:36","R_2TMnUWEkw4oT1UJ","","","","",34.25,-86.26,"anonymous","EN","1","7","3","3","2","2","7","6","1","1","1","4","1","2","3","6","5","3","5","2","3","4","6","6","4","2","4","3","2","1","3","3","2","1","3","6","1","1","1","5","5","1","3","1","1","4","4","2","3","5","4","2","6","3","2","1","7","2","6","7","2","3","4","5","6","3","5","6","5","5","1","6","2","0","32","5","","c14e38d2c8fea5e9","3PS7W85Z8Z243ZVAS1V1JTEIXL09TJ","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
