"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","hb_check_5","nat_1","nat_2r","nat_3","nat_4","nat_5r","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseSevere_1","diseaseSevere_2","diseaseSevere_3r","diseaseSevere_4","diseaseSevere_5r","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","vaccDanger_check_3","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","overpar_1r","overpar_2","overpar_3","overpar_4","overpar_5r","overpar_6r","sex","age","educ","comments","workerId","assignmentId","hitId","study_time","payment"
"6/30/17 8:08","6/30/17 8:19","0","f7bc1112130cc570","100","685","1","6/30/17 8:19","R_cvkjApxYzmEN3hL","","","","",38.9,-77.03,"anonymous","EN","5","5","4","5","5","5","4","5","5","5","7","3","7","7","1","4","2","5","4","5","4","4","3","5","1","3","5","5","2","6","2","5","2","3","2","5","6","1","6","2","5","1","6","5","3","5","4","5","5","4","6","1","3","6","2","6","7","2","3","5","4","5","5","5","5","5","4","4","5","0","68","2","(((vaccination)))","4dc0b7aa24d569aa","3QAPZX2QN4DSN6DK9QSCPV4ZUEL20K","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:03","6/30/17 8:20","0","f37f05b86edb0e83","100","981","1","6/30/17 8:20","R_2dmvkzwbKhoSmug","","","","",37.85,-85.9,"anonymous","EN","6","2","4","4","5","4","6","4","2","6","5","4","2","4","2","3","4","5","2","3","6","4","4","4","2","6","2","2","6","3","4","4","6","3","5","2","3","5","6","6","4","4","6","2","6","2","6","2","5","5","3","4","5","3","5","4","6","4","6","4","4","4","4","4","6","4","4","3","2","0","36","2","","018fda0d1bafd016","3JBT3HLQF82LHYKGFIGGR7FENVVZPV","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:12","6/30/17 8:20","0","34d79b8d4757aef0","100","463","1","6/30/17 8:20","R_3Oe4UUxzOVWm4Km","","","","",32.84,-116.88,"anonymous","EN","6","6","6","6","5","6","5","2","2","6","6","4","4","4","2","6","5","6","3","3","6","6","2","6","2","6","3","3","7","2","6","4","6","3","5","2","4","4","4","4","4","4","4","2","6","2","6","2","5","3","2","4","5","6","3","6","6","2","6","6","6","2","2","7","3","6","2","3","6","1","38","3","","63593b3f61e0c776","3TS1AR6UQQEQ6BPGIKSSOT8BBWW7F9","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:05","6/30/17 8:20","0","6a398bab1e62ba7d","100","939","1","6/30/17 8:20","R_DHwa9GMbdq3UgJX","","","","",35.19,-80.75,"anonymous","EN","2","4","6","4","5","6","6","2","2","4","5","4","4","4","2","2","4","6","2","2","6","4","2","6","2","6","3","2","6","2","4","4","6","3","6","2","2","6","2","4","2","6","2","2","6","4","6","2","4","2","2","5","6","5","6","3","3","5","6","4","4","4","4","2","6","6","6","6","2","1","30","4","","0e11817b9f54f9e9","3YZ8UPK3VTML1AH24QV2QF1SMU1UCN","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:10","6/30/17 8:20","0","01c67168c3f74c60","100","602","1","6/30/17 8:20","R_3I3vpfElFx8ozMq","","","","",29.91,-90.05,"anonymous","EN","4","4","4","4","5","5","7","2","1","7","6","6","4","1","4","1","1","7","1","4","7","2","2","7","2","7","2","1","7","1","6","2","6","3","6","2","2","6","2","6","2","4","2","1","7","2","7","1","4","2","2","4","5","4","4","4","4","4","4","4","4","4","4","5","4","5","6","5","5","0","39","3","","26887afe4acdc959","32Q90QCQ1SLMVCW463XVAGSX5FHEK4","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:21","0","880ec9ca451b43fe","100","1131","1","6/30/17 8:21","R_3PAVZih2jG4z2cu","","","","",30.23,-97.72,"anonymous","EN","5","1","5","5","5","2","7","1","1","7","2","7","1","2","4","1","1","7","1","6","7","7","1","7","1","7","1","1","7","1","7","2","7","3","6","1","2","7","1","7","1","5","1","1","7","1","7","1","1","1","2","6","7","7","2","5","5","2","6","5","5","4","4","3","5","6","2","1","6","0","38","3","","4c7908aaf5236296","3LBXNTKX0RVBKG4UXBWY8WZOARG9XE","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:14","6/30/17 8:22","0","f952619d307572ba","100","453","1","6/30/17 8:22","R_3Em7ApaaXqzgdtr","","","","",33.75,-84.39,"anonymous","EN","6","3","4","2","5","7","5","6","6","4","7","5","7","6","1","4","2","5","3","4","4","5","4","5","3","4","5","3","5","6","3","5","4","3","1","6","7","2","5","6","4","4","5","3","4","7","2","4","5","2","3","3","4","6","3","4","5","4","3","2","4","6","5","7","3","4","5","6","6","1","33","4","","f3f7797225e7a669","3QEMNNSB2XZT8RBKREX20T5QZJG7DY","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:03","6/30/17 8:22","0","c8ab17486dbe5a14","100","1165","1","6/30/17 8:22","R_24zPhSxGPXx6dvr","","","","",35.23,-81.24,"anonymous","EN","4","3","4","2","5","5","3","2","2","4","7","5","4","3","4","1","3","6","5","4","5","4","2","6","3","7","3","1","7","1","5","4","7","3","5","2","4","4","4","5","2","4","4","1","7","4","7","1","5","5","5","6","5","4","4","4","3","4","4","4","5","3","3","7","5","7","6","4","5","0","43","4","No","727dc53974154721","3R6P78PK7KBJI9II671BBA0518NGTT","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:15","6/30/17 8:22","0","e687a88cc244a104","100","418","1","6/30/17 8:22","R_Uyw9mddUpI0lFYd","","","","",39.01,-94.6,"anonymous","EN","5","6","4","6","5","5","5","7","5","6","3","5","4","3","2","3","4","4","4","5","4","4","4","5","4","2","4","4","2","5","2","6","2","3","2","5","5","3","4","3","5","3","4","6","1","2","1","5","5","5","4","6","5","5","5","4","4","4","5","4","3","4","4","4","6","4","6","3","3","1","25","4","","0dae802e754bed73","3AWETUDC92ST0CXC2NQWIAE21H0ZIJ","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:23","0","e175bd5b8fcb6d31","100","1250","1","6/30/17 8:23","R_cUDlOY1yEZHEk0N","","","","",30.46,-84.35,"anonymous","EN","7","6","6","6","5","7","6","6","2","5","7","3","5","7","1","1","1","7","1","7","7","7","2","7","3","6","4","1","6","4","4","3","6","3","4","3","3","4","2","5","2","4","4","2","7","1","7","1","7","3","2","4","4","7","2","6","5","2","7","7","6","3","1","3","7","7","7","4","5","0","24","3","","f6826b4c24f462e8","3QY7M81QH7M1MXHUJVJP460GJSD7KB","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:17","6/30/17 8:23","0","cc8e9d2763e2e7b6","100","371","1","6/30/17 8:23","R_1jNi9saxEEqG2Qt","","","","",30.37,-96.06,"anonymous","EN","5","4","6","5","5","6","5","7","4","4","7","1","6","6","1","4","3","6","5","3","6","5","2","6","2","3","6","6","3","5","1","5","3","3","3","4","5","3","6","3","5","2","6","5","4","7","4","2","6","5","4","2","3","6","2","5","5","2","2","4","5","4","3","6","3","3","2","6","6","0","31","2","","d7681acba02acc62","3YGXWBAF70HMKCNNPK4KDB3YNHEC4J","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:16","6/30/17 8:23","0","60fc6ac94bed4fa1","100","428","1","6/30/17 8:23","R_3IQ8tMQIgaanNhk","","","","",42.17,-87.96,"anonymous","EN","6","2","5","2","5","6","7","2","7","7","5","6","5","2","2","2","2","6","2","6","7","6","1","7","2","7","3","1","7","2","7","2","7","3","6","2","4","6","5","7","2","3","2","1","7","1","7","1","2","2","2","7","7","2","4","4","4","4","3","4","5","4","4","6","5","5","2","6","6","1","29","4","No.","3794af66b8bf3ce5","39O5D9O87TS12G4JP6Z136BS9HIC3Y","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:13","6/30/17 8:23","0","e917295ae1673a22","100","629","1","6/30/17 8:23","R_8AewnQfLDQfNjod","","","","",34.56,-86.52,"anonymous","EN","5","4","5","4","5","4","6","5","4","4","4","6","4","3","2","1","2","7","2","6","6","6","1","6","1","6","3","1","5","2","4","3","6","3","6","2","2","5","4","6","3","4","3","1","7","5","7","1","5","1","1","5","6","5","2","5","6","2","5","6","6","1","3","6","6","6","5","4","5","1","39","4","no","199a2613d6c4f099","3PS7W85Z8Z243ZVAS1V1JTEIXVS9TV","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:09","6/30/17 8:24","0","6ea9289ebade40bf","100","887","1","6/30/17 8:24","R_3NO1zPNiuhnUGiL","","","","",42.37,-71.12,"anonymous","EN","5","5","7","5","5","7","4","7","4","4","7","1","6","6","1","3","3","6","3","5","7","7","1","7","1","4","5","4","4","7","1","7","1","3","1","7","7","1","5","1","5","1","6","7","1","4","1","7","5","5","4","4","4","4","4","4","4","4","2","3","3","5","5","3","4","4","7","5","4","0","46","3","thank you so much a","9e8263c176632909","3ZGVPD4G6THJ9QDNWZP0WHGBCYGZT0","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:16","6/30/17 8:24","0","5859c805b7fd7713","100","458","1","6/30/17 8:24","R_3078Ak9PsfjAYUY","","","","",38.74,-77.23,"anonymous","EN","1","1","1","1","5","2","4","4","1","4","4","4","4","4","4","3","4","3","5","4","7","4","1","7","1","7","1","1","7","1","7","4","7","3","7","1","1","7","2","4","2","4","2","1","7","1","7","1","1","7","7","7","7","4","4","4","4","4","6","7","7","6","2","5","4","5","1","2","5","1","26","3","Thanks","c8c21fee96976a7d","3WT783CTPBH65B8W4ZE7LP94X9VCBP","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:14","6/30/17 8:24","0","e5d3e473f9dc9d26","100","609","1","6/30/17 8:24","R_2QSBNfVglz48uij","","","","",32.82,-96.63,"anonymous","EN","3","4","4","5","5","3","5","2","1","7","5","7","3","3","2","6","6","5","6","2","6","5","1","7","2","7","1","2","6","2","5","4","6","3","6","2","2","6","2","7","2","6","3","1","7","3","7","1","4","3","2","6","6","7","2","5","6","2","6","5","6","2","2","5","5","4","3","6","5","1","28","4","","023294601f92196c","3VBEN272MKZI3953H7WL154JZP9GS4","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:18","6/30/17 8:25","0","d7bfef21c96481d3","100","417","1","6/30/17 8:25","R_Zyi1VQvWb1N1EBj","","","","",34.97,-81.08,"anonymous","EN","2","4","4","4","5","1","7","1","1","7","2","7","4","4","1","1","1","7","1","7","7","7","1","7","1","7","1","1","7","1","5","2","7","3","7","1","4","5","1","7","4","7","4","1","7","1","7","1","1","1","1","7","7","7","1","7","7","1","7","7","7","1","1","7","7","7","7","3","1","1","54","3","","73fecb20bd5dd43b","3UXUOQ9OKEXVAK887460ASXKEGJ7AW","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:08","6/30/17 8:25","0","c92872f952a241d7","100","1054","1","6/30/17 8:25","R_3kBsCSAUZIiLsAu","","","","",30.53,-84.33,"anonymous","EN","7","1","6","1","5","1","7","2","1","7","7","5","5","2","6","1","1","7","1","5","5","7","1","6","1","7","1","1","7","1","6","1","7","3","7","1","1","7","2","7","3","5","3","1","7","1","7","1","2","2","2","7","7","5","7","1","2","5","1","1","2","7","6","6","3","5","2","4","6","1","35","4","","20c25ca03549e68a","33FBRBDW6OZN3DAP1NUXUNJ3P3AC8Q","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:19","6/30/17 8:26","0","e5c02b5094e53107","100","441","1","6/30/17 8:26","R_1LcUET4lSM5PlMj","","","","",41.55,-73.07,"anonymous","EN","6","1","4","1","5","4","7","3","4","7","6","6","4","4","4","1","5","7","2","6","7","4","1","7","1","7","2","1","7","1","4","4","7","3","6","1","1","6","4","4","4","4","4","1","7","1","7","1","4","2","1","7","7","4","2","4","4","2","4","4","4","4","4","5","4","6","4","4","4","1","30","2","","8375c4a0e2eedd59","3BWI6RSP7G9Y0XPKN98M6BNBZVH7ER","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:08","6/30/17 8:26","0","38464654137985ed","100","1055","1","6/30/17 8:26","R_viU3rej6nj5LAiJ","","","","",38.21,-83.4,"anonymous","EN","5","4","5","5","5","7","6","5","4","7","4","7","4","4","4","3","4","4","1","7","7","4","2","7","1","7","6","3","5","4","4","5","7","3","4","5","7","2","5","5","3","4","4","4","7","4","7","1","7","4","6","5","6","5","4","4","7","4","7","3","3","6","7","5","7","7","4","5","7","0","54","3","it was interesting","a295d3631f66032d","31T4R4OBOSGJ3Z56RI2RGNN8EJ47CY","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:28","0","5f2677865deb4657","100","1570","1","6/30/17 8:28","R_OlDvQNMPNnJEE13","","","","",43.32,-88.03,"anonymous","EN","4","4","4","4","5","6","4","7","4","1","7","1","7","7","1","4","4","5","4","6","5","6","4","4","3","4","7","6","3","3","1","7","1","3","1","7","7","1","7","1","7","1","7","6","1","7","1","6","7","6","5","1","4","4","4","4","4","4","5","5","5","5","5","3","4","4","6","4","5","0","40","3","","c1550bdefe821344","3Q5C1WP23M1KTSHPNSYA17QLJGI51R","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:16","6/30/17 8:29","0","29f75bdf0654bd89","100","754","1","6/30/17 8:29","R_3CIYb86luMg5P4i","","","","",35.99,-79.7,"anonymous","EN","7","4","6","6","5","4","4","4","2","7","4","6","4","4","4","4","5","4","3","4","6","6","3","6","2","7","4","4","7","4","4","4","5","3","4","4","4","4","7","7","4","4","4","1","7","4","7","1","6","4","1","7","7","4","2","4","4","4","6","6","6","4","4","6","7","7","4","4","6","1","33","3","no","1301bc088bad0158","3PMBY0YE273NHITZ6F0BUJEE99SC9F","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:21","6/30/17 8:29","0","bdc48e04437ee32b","100","480","1","6/30/17 8:29","R_ewywCKknJVIykMh","","","","",45.01,-122.78,"anonymous","EN","3","4","5","4","5","5","3","4","4","4","3","3","4","4","5","5","3","5","4","3","3","4","3","4","2","3","4","5","5","7","2","7","2","3","4","4","4","5","4","5","5","5","3","5","4","4","4","4","5","5","3","3","5","4","5","5","5","3","5","5","4","3","5","4","4","5","5","4","5","1","32","3","","1f228f11d5f402a8","3FTF2T8WLRIWVGZ4N60C6DLH1PA9WL","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:28","6/30/17 8:32","0","18980cf1237956b0","100","238","1","6/30/17 8:32","R_2ZWUJzb55H2FeBD","","","","",44.53,-70.22,"anonymous","EN","5","1","3","1","5","5","5","5","4","4","5","7","5","4","5","1","2","6","2","6","7","7","1","7","1","6","1","1","7","1","7","1","7","3","6","1","1","7","3","6","1","5","2","1","7","1","7","1","4","3","2","4","5","2","7","2","3","6","2","1","1","1","7","7","3","5","3","6","7","1","38","3","","388190c065cb60a4","3VA45EW49NN612N7S7U9ADQC0BN1OS","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:23","6/30/17 8:32","0","2706a9b67d3f032e","100","544","1","6/30/17 8:32","R_1E7ncwrczuNUsJx","","","","",40.91,-73.83,"anonymous","EN","6","5","4","6","5","6","5","5","4","7","4","6","4","5","3","3","4","6","3","6","4","4","4","5","3","6","7","4","6","2","5","3","7","3","4","3","5","5","3","5","4","5","3","3","7","2","7","1","6","5","3","5","6","5","3","4","6","3","5","7","6","2","1","6","5","7","6","6","5","0","30","3","","69e374425cb6c05e","3PZDLQMM0TLCHY80L6LWKW6033IC2N","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:28","6/30/17 8:35","0","6335f20ce426450e","100","441","1","6/30/17 8:35","R_1liyjUrLkSbb7Cl","","","","",31.15,-99.35,"anonymous","EN","4","4","5","6","5","5","7","6","2","1","5","4","1","5","1","3","4","5","1","7","6","6","1","6","1","6","2","1","7","1","6","2","7","3","6","1","1","7","1","6","2","7","2","1","7","2","7","1","5","4","4","6","7","2","7","3","5","5","5","5","5","4","6","6","3","4","5","6","7","0","29","3","","d66a7475615ac2bd","3ERMJ6L4DYSWCLHX47W5JJSK8X87MG","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:31","6/30/17 8:37","0","ab608cbb646cab00","100","320","1","6/30/17 8:37","R_3MEiqTNLjZeyY2k","","","","",39.33,-76.44,"anonymous","EN","2","1","1","1","5","1","7","1","1","7","3","6","3","4","2","1","3","6","3","5","6","5","1","7","1","7","1","1","7","1","7","2","7","3","7","1","1","7","3","7","2","6","2","1","7","1","7","1","1","1","1","7","7","4","5","4","4","5","7","7","7","5","2","1","7","7","7","2","7","1","37","6","N/A","9bac6ad59302399b","3X4MXAO0BGO2ZGVQHN0YXYLB7BFWRU","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:20","6/30/17 8:37","0","6073937ce2007c45","100","997","1","6/30/17 8:37","R_DSqs2PO0nMKwTQZ","","","","",33.37,-111.94,"anonymous","EN","5","6","6","5","5","6","6","6","6","3","7","1","7","7","1","3","3","4","3","4","6","4","3","6","2","4","5","5","1","7","1","6","1","3","1","7","7","1","6","2","6","1","7","7","1","4","1","7","5","5","5","1","1","5","2","5","5","2","3","4","5","5","4","4","5","5","4","2","5","1","34","4","n","9492bfc146b7e369","3TYCR1GOTCJVQD5INQN9AQ6UILUZLX","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:30","6/30/17 8:39","0","517554a6313a5361","100","498","1","6/30/17 8:39","R_vT8zfghenXMdE77","","","","",19.04,-98.22,"anonymous","EN","7","1","6","6","5","6","5","7","6","7","5","7","1","3","2","6","7","3","2","1","7","3","1","7","2","5","3","1","7","1","7","2","7","3","2","1","1","3","2","7","2","3","6","1","1","1","6","1","7","2","6","1","6","5","5","5","7","7","2","1","3","2","1","7","3","7","2","3","1","1","29","4","Thank you! Interesting study.","f5fff43fac24bf9c","3X0H8UUIT1OE0VV3WC03N8Q7TDYWSI","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:33","6/30/17 8:39","0","0555928c4a16cfc6","100","375","1","6/30/17 8:39","R_38ZnAo79BFduDWF","","","","",34.8,-92.24,"anonymous","EN","6","3","4","2","5","3","6","4","2","6","4","5","2","2","4","2","2","6","2","6","7","6","2","6","2","6","3","2","6","2","6","2","6","3","6","2","2","6","2","2","2","5","2","2","6","2","6","2","5","5","4","4","6","4","5","2","2","6","3","2","2","6","6","6","4","3","3","6","6","0","49","3","thank you","2669ad499f6f5ddd","3RJSC4XJ10UKM3W7R9UAN27BEOC50O","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:30","6/30/17 8:43","0","f703b658e29a390e","100","770","1","6/30/17 8:43","R_2e37mlgFIOmSl8E","","","","",40.15,-79.88,"anonymous","EN","5","3","4","3","5","3","5","3","3","5","2","6","3","2","5","5","5","5","4","4","6","6","2","6","2","6","3","2","6","2","4","3","6","3","5","2","2","6","3","5","3","4","4","2","6","2","6","2","3","4","4","5","6","5","5","5","5","3","5","5","5","4","3","3","5","4","4","3","5","0","28","2","","df01a7cde9813063","3NXNZ5RS1AXH51Y3FYS0EXM08Y179H","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:33","6/30/17 8:44","0","0df303a209605a92","100","639","1","6/30/17 8:44","R_3hckGQGASb12faV","","","","",39.92,-83.03,"anonymous","EN","5","3","3","5","5","4","6","3","3","4","4","5","4","3","3","3","4","4","4","5","5","4","4","5","3","5","3","3","5","1","4","4","6","3","4","4","4","4","4","4","4","4","4","2","6","2","6","2","2","2","2","6","6","4","4","4","4","4","5","4","4","4","4","5","5","4","4","4","5","1","35","3","This was an interesting study. I chose ""neutral"" on the questions where I had no idea what the correct answer is. I don't like to pretend that I know an answer when I'm not adequately informed.","75ee00f2f5450741","3Z7VU45IPYHI061EUG5QQBXGKFQ1ZU","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:16","6/30/17 8:44","0","4daaba5f4ccb445c","100","1698","1","6/30/17 8:45","R_2rjrpv9MIUUZauT","","","","",27.95,-82.46,"anonymous","EN","1","1","1","1","5","1","7","1","1","7","4","5","4","4","4","1","7","7","7","1","7","6","1","6","4","7","1","1","7","1","7","1","7","3","7","1","1","7","1","7","1","7","1","1","7","1","7","1","1","1","1","7","7","7","4","4","4","4","1","6","6","1","3","7","1","1","1","7","6","1","30","2","","6cba1e54df838071","33PPUNGG3856TB0VSAK5W2FTODJZRN","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:05","6/30/17 8:47","0","1344a23fb3cf94c6","100","2494","1","6/30/17 8:47","R_1MQxURXrV6GFQjC","","","","",41.56,-83.15,"anonymous","EN","4","5","5","4","5","4","4","4","5","4","7","3","6","4","7","2","4","6","2","5","6","4","2","6","2","5","4","3","6","4","5","3","6","3","4","3","4","4","3","5","4","4","4","4","7","4","6","1","4","2","1","6","6","5","4","5","5","3","5","6","6","2","4","5","5","4","1","3","6","1","41","2","","e2aeb63a772a339d","3QJOXOW4XJRHL0W7RFABPTK1UKCEM9","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:49","6/30/17 8:58","0","b0bdd0cbaee4b92f","100","529","1","6/30/17 8:58","R_2VD94Rrlgakqio7","","","","",33,-96.84,"anonymous","EN","5","5","5","5","5","4","4","4","3","6","4","4","4","5","3","3","2","5","4","4","5","5","4","5","3","5","4","4","5","4","3","4","4","3","4","3","4","4","3","3","3","4","3","5","5","5","5","3","4","5","5","5","5","4","4","4","3","4","4","4","4","4","4","4","4","5","4","4","5","0","27","6","","2b6c9673aa9fa4e1","3QJOXOW4XJRHL0W7RFABPTK1UKCEM9","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:50","6/30/17 8:59","0","3ace510863b6414f","100","515","1","6/30/17 8:59","R_e3xD4XiFczZd6nv","","","","",45.01,-93.38,"anonymous","EN","3","3","3","3","5","5","6","1","1","5","4","7","2","2","3","1","2","7","1","1","7","7","7","7","1","7","1","1","7","1","7","1","7","3","7","1","1","7","1","7","1","6","1","1","7","1","7","1","5","3","2","5","5","3","6","1","2","6","3","7","5","5","5","5","5","5","5","3","3","1","38","4","","1e458716bca57b98","3E47SOBEYQWGSJM2A96O7CDHSZFCIY","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 9:06","6/30/17 9:12","0","ac61ac775b6dd1a3","100","387","1","6/30/17 9:12","R_sMOseoqZEs9qqpr","","","","",33.43,-88.36,"anonymous","EN","6","2","3","4","5","5","5","5","1","5","5","6","5","3","6","1","1","7","1","7","7","4","1","7","1","1","4","1","6","3","6","2","5","3","3","4","5","5","6","5","2","4","4","1","7","7","7","1","3","3","3","5","3","5","3","3","4","3","6","5","5","5","2","6","5","5","5","3","6","0","41","4","","64d42435e824d639","3L6L49WXW0X1LRE8AAHCZ5XOV0S544","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
