"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","interv_t_First.Click","interv_t_Last.Click","interv_t_Page.Submit","interv_t_Click.Count","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","comments","workerId","assignmentId","hitId","study_time","payment","condition"
"501","2019-06-06 10:45:30","2019-06-06 10:48:37","0","f77370dc23237316","69","187","0","2019-06-06 14:48:39","R_1goLMS9EXrJyJ5c","","","","",NA,NA,"anonymous","EN","","","","","5","4","4","5","5","1.863","10.464","11.309","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4","3","7","6.142","15.224","16.044","7","","","","","","","","","","3","4","4","5","3.199","13.686","14.407","7","2","6","2","1","3","3.071","14.469","15.5","8","1","7","1","7","1","1.583","11.704","12.55","8","6","5","5","3","5","3.895","15.965","16.611","8","6","5","5","4","2","2.055","11.412","12.151","8","6","6","7","4","4","1.849","17.193","17.988","12","6","6","7","3","7","2.492","17.5","18.236","11","","857c0866ca2f6635","3H7Z272LX771C93C0HP7JS4KEC5LPA","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"502","2019-06-06 10:50:10","2019-06-06 10:51:24","0","8f2ae54d3b417306","28","74","0","2019-06-06 14:51:34","R_3KrUnWDA8o2K24r","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","4","13.947","25.372","26.595","5","","","","","","","","","","","684368304b412e5e","33PPO7FECVFQXBSGA51ZRIV3JPAIDH","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"503","2019-06-06 10:39:32","2019-06-06 10:54:21","0","7c286d8c51d53b95","15","889","0","2019-06-06 14:54:25","R_2uP87oh5f81VWpb","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7e0a28f120ac745c","3NPI0JQDAO5PVMBH9QRY5JE18PNPTD","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"504","2019-06-06 14:48:35","2019-06-06 14:55:21","0","1b83dd5454398c1f","100","405","1","2019-06-06 14:55:21","R_1kZbW88oBrHx37P","","","","",36.07,-80.29,"anonymous","EN","","","","","4","6","3","5","5","3.972","12.901","13.603","6","5","3","6","5","2","4","4.648","14.504","15.623","6","2","6","6","1","3","6","5.613","21.517","22.42","7","1","7","7","1","6","5.67","33.982","34.54","6","1","7","7","1","7","3.324","14.668","15.29","5","1","1","1","6","3.942","18.911","19.629","4","1","7","6","7","3","1.549","14.885","15.748","6","7","1","6","7","5.51","14.415","14.982","4","2","6","1","7","2","8.705","39.401","40.746","6","2","1","6","6","1","3.574","39.086","39.742","5","5","5","1","7","7","6.658","34.274","35.064","7","7","1","5","6","1","10.266","27.612","28.336","7","6","6","6","1","1","6.142","16.638","17.165","5","6","6","4","5","5","19.415","47.622","48.319","5","no comments, thank you.","ac1df641a1388691","3IX2EGZR7BJGTWVRAOHJ88R7B7YJRC","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"505","2019-06-06 10:50:31","2019-06-06 10:56:37","0","0620deea756c6f6d","49","366","0","2019-06-06 14:56:42","R_YPJMUxvDcLF2DYt","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","3","5","6","2","2","3","3.128","24.544","25.75","6","","","","","","","","","","","5","5","7","5","3","47.467","62.746","63.738","6","2","6","7","2","6","4.005","15.245","16.097","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","5","5","2","5.105","158.71","159.329","5","6","3","6","6","6","4.294","51.421","52.513","5","","","","","","","","","","","","","","","","","","","","0bd08d3e2480cb7e","3GNA64GUZE48AW1687OP28YXXITQ5K","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"506","2019-06-06 14:48:19","2019-06-06 14:57:48","0","5fb9e9215f4feddf","100","569","1","2019-06-06 14:57:49","R_28Sur2tirj0uGcC","","","","",41.5,-81.47,"anonymous","EN","81.232","81.232","99.131","1","1","1","1","1","5","7.336","44.74","46.494","5","5","6","4","3","1","1","5.541","24.938","26.442","6","4","5","2","1","6","7","4.562","27.586","29.626","6","5","6","7","6","3","6.555","24.722","26.551","5","1","7","7","1","7","3.11","15.326","17.034","5","7","1","1","7","5.156","28.257","30.254","4","1","7","1","7","3","3.975","19.329","21.179","5","7","1","1","7","4.14","15.553","17.249","4","1","7","1","7","1","14.719","39.227","40.548","5","1","7","1","7","1","7.519","20.506","22.619","5","1","1","1","7","7","5.26","20.795","22.614","5","7","2","4","5","1","13.36","27.976","29.865","5","7","7","7","1","1","5.364","18.096","19.744","5","5","7","7","4","5","4.676","31.784","32.565","7","","29c4e03aee788ebc","3VP0C6EFSGWD8L3SLXRDD5SSJEF6M5","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"507","2019-06-06 10:44:17","2019-06-06 10:58:18","0","6fcb8635ddddf030","38","841","0","2019-06-06 14:58:20","R_2f39XD0nrtToT8i","","","","",NA,NA,"anonymous","EN","578.954","578.954","583.761","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5","4","5","3","8.862","17.559","19.09","5","6","2","2","6","106.804","191.973","193.5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","6","6","4","5","3.051","11.609","12.528","5","","59e8dc6e2ff210b7","3JAOYWH7VI4GKMN5JSTAX24598D9LT","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"508","2019-06-06 11:02:12","2019-06-06 11:02:44","0","8d980cea9cb91df5","23","32","0","2019-06-06 15:02:46","R_yLbfvE8RzAlMElr","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4c563c6bf9ee88da","3AQF3RZ558I72BBBZAN0IF8JMB1F61","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"509","2019-06-06 11:02:26","2019-06-06 11:03:31","0","4510c1d113069cce","15","65","0","2019-06-06 15:03:54","R_1mggWf9Z8gMEMLv","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b013dfb6f4e21d7a","3UXUOQ9OKEXVAK887460ASXOK68A7I","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"510","2019-06-06 10:38:16","2019-06-06 11:05:23","0","af72637e18d46ad1","15","1626","0","2019-06-06 15:05:28","R_2QhNyPXlvPTtfce","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c295a84e1ed2d048","32M8BPYGATMT9V27CV27X3Y0WHKGIJ","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"511","2019-06-06 14:33:08","2019-06-06 15:05:33","0","a370384ee361c65a","100","1945","1","2019-06-06 15:05:34","R_1nYEX2CvkHecZAZ","","","","",30.1,-92.01,"anonymous","EN","","","","","5","6","6","5","5","4.416","20.652","21.546","6","5","5","5","4","2","6","2.607","105.716","124.354","17","5","5","5","5","7","6","41.526","123.197","125.001","10","1","1","5","1","5","27.042","45.027","45.839","8","5","6","2","4","4","375.396","378.771","379.468","6","6","4","3","5","4.166","115.713","116.569","8","5","2","4","5","3","81.062","93.101","94.087","6","2","6","5","3","8.394","17.008","17.815","4","7","1","7","1","7","2.521","18.162","19.053","6","5","1","6","5","1","6.98","21.666","22.433","10","5","3","5","5","5","1.265","7.35","8.029","9","6","2","6","6","2","13.482","33.489","34.32","9","3","6","6","2","5","5.001","49.275","50.137","6","5","5","5","2","5","5.116","19.069","19.781","6","","70fbe564dacb7d04","378XPAWRUCDSZ4P4QVAX1HNXYOBIAH","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"512","2019-06-06 11:02:56","2019-06-06 11:05:34","0","9638eaf2c8e6f59a","15","158","0","2019-06-06 15:05:54","R_2TTdtCMIsSXOFtJ","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c898c6280313ab71","3VE8AYVF8MXU6PUZSPKY2T4AS6RF8N","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"513","2019-06-06 11:06:14","2019-06-06 11:09:44","0","270317e947b87813","23","210","0","2019-06-06 15:10:32","R_3PbmXKEuMu0zEyX","","","","",NA,NA,"anonymous","EN","11.954","11.954","102.532","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7e716d2f36dc8963","31Z0PCVWUKF0PG7HD4XH5XNG8VHT7A","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"514","2019-06-06 11:09:26","2019-06-06 11:12:47","0","f2813720b8ac30f2","23","201","0","2019-06-06 15:13:00","R_2QnbYAGU0UKpoRH","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61b1274cae73dc2c","3XIQGXAUMC876XG1IEYEU08MLRIX7A","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"515","2019-06-06 11:12:46","2019-06-06 11:13:53","0","85de38e13e0dd0c9","15","66","0","2019-06-06 15:14:15","R_324lPjHI68j8iTA","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f2ffc6e8e9ee304c","3M23Y66PO27G6GGX5UNZPERYB1XS6Z","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"516","2019-06-06 15:12:41","2019-06-06 15:22:12","0","3e1b3bb3e20c3f2f","100","570","1","2019-06-06 15:22:12","R_3EcZ7eXN0VLtIlh","","","","",37.67,-97.28,"anonymous","EN","0","0","124.724","0","2","2","2","2","5","15.464","22.282","24.07","5","5","5","3","4","1","5","2.617","23.692","24.732","7","7","5","5","1","1","6","7.461","23.21","24","6","2","2","6","2","3","3.632","18.773","19.541","6","2","6","6","2","5","2.32","15.212","16.116","6","5","5","2","6","115.257","125.171","126.107","5","2","3","2","6","3","5.308","13.725","14.786","5","6","2","2","6","4.897","11.924","12.929","4","2","6","2","5","4","2.77","11.627","12.486","5","2","6","6","6","2","2.742","12.689","13.619","5","2","2","2","6","6","14.626","23.036","24.125","5","4","4","4","4","4","31.776","39.47","40.62","5","6","5","5","5","4","7.966","21.384","22.7","6","6","6","5","3","5","6.645","20.247","20.894","5","","992ddb73c8a1cd05","3YDTZAI2WXG2X9DP9NF0WFKBPDT14O","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"517","2019-06-06 11:09:13","2019-06-06 11:25:22","0","a920dbd6fcdf967c","69","968","0","2019-06-06 15:25:27","R_3ltMDpM1V3RsH65","","","","",NA,NA,"anonymous","EN","5.969","147.215","150.792","5","","","","","","","","","","","","","","","","","","","","6","5","5","5","6","5","1.01","2.81","4.828","6","5","5","6","6","5","1.031","2.543","3.853","5","3","5","5","3","3","1.032","2.36","3.344","5","","","","","","","","","7","3","3","5","3","22.901","23.894","24.87","2","3","6","5","4","163.104","165.48","166.449","5","","","","","","","","","","6","5","5","6","3","1.373","3.901","4.99","6","6","5","3","5","5","19.862","61.942","62.909","5","5","5","6","5","5","103.9","106.169","107.809","5","","","","","","","","","","1","2","6","4","3","0","0","3.636","0","","26b74b25dd7639a5","3EJPLAJKEMGD7S2B0MH7L7O1YGD6ZY","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"518","2019-06-06 15:07:18","2019-06-06 15:30:26","0","6c245419ef825f7d","100","1388","1","2019-06-06 15:30:27","R_27fHBAN7DhhsW1Z","","","","",13.71,-89.21,"anonymous","EN","","","","","6","6","6","6","5","6.182","205.205","205.97","8","5","6","1","3","3","3","5.692","160.979","162.816","8","3","5","5","6","3","7","6.313","119.649","120.879","11","3","3","3","3","6","5.019","153.674","155.109","5","4","7","5","1","6","4.593","31.834","32.795","8","6","5","3","7","6.54","30.596","31.455","4","1","4","5","6","3","5.076","97.749","99.023","6","5","3","3","5","7.537","162.098","164.083","5","3","7","3","4","3","5.368","30.016","31.067","6","3","7","5","6","1","5.453","31.877","32.783","5","5","4","4","7","7","9.354","31.17","31.975","8","7","5","6","7","5","9.026","27.178","29.165","5","7","7","7","6","3","3.44","22.608","23.781","6","7","6","5","3","3","22.135","50.919","52.07","6","
I felt very comfortable answering these questions I hope that my responses will be very helpful for your research. Thank you very much.","f3400e37f7f207d8","3CFVK00FWLLT23L7LLQYDSD3J916LF","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"519","2019-06-06 15:27:39","2019-06-06 15:30:50","0","b19a7e9902f4aa5a","100","190","1","2019-06-06 15:30:50","R_7V7SpNN1Xc0dt6x","","","","",43.58,-116.3,"anonymous","EN","","","","","5","4","3","3","5","0.057","3.066","3.79","6","5","3","4","5","5","5","0.303","2.125","2.896","6","5","4","3","5","6","5","0.306","2.519","3.251","6","6","6","5","6","5","0.041","1.747","3.624","5","4","3","4","4","5","0.195","2.899","3.498","7","5","5","4","4","0.615","2.902","3.805","5","6","5","5","5","3","0.174","3.802","5.242","8","4","5","6","5","0.702","2.805","4.197","6","4","3","4","5","5","0.242","1.814","2.327","5","5","3","5","4","3","0.291","1.795","2.812","5","5","5","4","5","3","0.191","2.051","3.591","5","4","5","5","5","6","0.41","1.897","2.675","5","5","6","5","3","5","0.187","1.622","2.708","5","4","5","4","5","5","0.309","1.751","2.688","6","","12e6598987b4630c","3DZQRBDBSLFH9XTFMSP1IBFE1DHS3L","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"520","2019-06-06 15:20:48","2019-06-06 15:31:04","0","3df1efa95a5794bd","100","616","1","2019-06-06 15:31:05","R_1K6zsaitrC53Bxm","","","","",43.05,-88.04,"anonymous","EN","11.222","31.476","95.813","3","6","4","5","6","5","5.514","13.466","15.044","5","6","3","6","4","4","1","2.346","19.282","22.138","6","7","4","7","7","1","1","2.177","18.977","26.929","6","6","6","6","2","4","4.245","22.165","31.349","5","4","4","6","4","4","3.698","21.211","32.771","6","3","7","6","2","3.955","10.77","12.467","4","7","1","7","1","3","2.023","7.351","11.295","5","1","7","7","1","2.514","8.866","10.292","4","7","1","7","1","7","2.1","17.203","18.859","5","6","1","5","1","6","2.96","11.424","19.664","5","6","6","5","3","4","2.195","17.331","18.366","5","6","5","6","6","1","4.633","24.961","34.513","5","5","4","4","4","4","3.456","12.248","13.487","6","4","4","2","4","6","3.613","17.606","28.99","6","So ""The overwhelming consensus in the scientific and medical communities is that vaccines are safe and effective."" All vaccines? Anything that you can call a ""vaccine"" is therefore ""safe and effective"" because it is a ""vaccine""? That statement is a propaganda statement, not a reasoned evidence-based analysis of the safety of a specific vaccine.","89433a58fe1ccb24","379J5II41OGXFIEMR39WPG5G08VLEN","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"521","2019-06-06 10:17:16","2019-06-06 11:49:06","0","b871a969ed16f0e6","28","5509","0","2019-06-06 15:49:16","R_UcEIXxZVxLx9MRz","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","7","7","6","7","3.745","25.747","26.652","5","","06cee3cc321a8950","3XLBSAQ9Z4CWBSGGJWMZRLOXTRWZ7P","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"522","2019-06-06 15:39:42","2019-06-06 15:50:33","0","1f5b3ea277a0d478","100","651","1","2019-06-06 15:50:34","R_2QPBxeCVdD1xdnS","","","","",33.28,-111.71,"anonymous","EN","0","0","133.621","0","6","5","6","5","5","1.607","22.412","23.315","7","2","7","5","2","1","6","22.44","40.315","41.327","6","1","7","2","2","3","7","2.808","101.729","102.946","6","2","3","6","1","5","4.089","18.72","20.077","5","1","7","7","1","7","2.081","70.956","71.798","5","6","2","1","6","2.366","11.655","12.412","4","1","5","4","7","3","2.012","10.255","10.751","6","7","1","2","7","2.807","12.703","13.748","4","3","7","5","5","4","39.776","58.721","61.513","5","1","7","1","7","1","1.56","9.474","9.994","5","5","2","2","6","7","3.436","16.304","17.672","6","6","5","5","6","2","2.355","35.397","36.666","5","5","7","7","3","2","5.821","15.957","17.536","6","3","6","5","5","7","4.285","20.399","21.388","5","","ff4ab9dfddf045b1","3ZOTGHDK5IB6VMM15Q9T6EDPW4IOSH","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"523","2019-06-06 15:16:33","2019-06-06 15:55:32","0","fc7b4cd076f895b1","100","2339","1","2019-06-06 15:55:32","R_3QVQ0MQ1xCBRQzr","","","","",33.78,-84.45,"anonymous","EN","","","","","6","3","4","4","5","4.665","51.427","52.408","8","6","5","5","4","3","3","2.606","499.224","500.419","7","6","5","4","5","3","4","76.856","102.192","103.936","6","3","2","6","3","4","9.735","33.446","34.854","5","6","6","6","1","6","57.101","73.861","75.17","5","4","2","5","3","295.338","318.042","319.728","7","5","5","3","4","3","3.953","38.393","40.047","10","3","2","4","5","54.285","70.293","71.915","4","5","4","3","4","3","8.525","42.052","43.323","8","6","6","6","5","1","4.959","20.855","21.767","5","7","6","3","4","5","5.27","39.637","40.876","5","5","4","3","4","3","5.88","25.528","26.855","5","4","5","5","4","4","16.478","507.705","508.868","9","4","5","5","4","6","287.786","311.512","312.067","8","","de795a58a488a773","30BUDKLTXDVJDTB1ZGTP8R9JEHB5EX","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"524","2019-06-06 15:52:48","2019-06-06 15:58:18","0","2ceb325d6fd1eae9","100","330","1","2019-06-06 15:58:18","R_3Hix9e3VCZSemTZ","","","","",40.59,-74.62,"anonymous","EN","1.245","73.285","102.588","4","2","2","2","2","5","2.908","6.39","7.233","5","5","5","5","5","2","6","2.143","9.263","9.867","7","5","6","6","5","4","5","2.546","11.282","12.096","6","2","2","6","2","6","4.844","11.908","12.655","5","2","5","6","2","6","1.522","5.751","6.378","5","6","2","2","6","2.972","5.952","6.466","4","2","6","1","6","3","14.712","19.349","20.038","5","6","2","2","6","2.837","8.871","9.377","4","2","5","2","6","2","2.329","10.075","10.702","6","1","7","2","6","2","1.714","10.18","11.015","6","5","5","2","4","3","3.419","8.881","9.589","5","6","2","6","5","2","18.472","23.09","23.732","5","6","5","6","2","2","2.171","5.568","6.203","5","5","3","3","5","6","27.713","33.345","34.006","5","","0e4c9d0d63652030","3RWE2M8QWHAOCS2DV9QWHJ71B220NZ","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"525","2019-06-06 15:53:09","2019-06-06 16:00:35","0","58afa624fa7a4d45","100","445","1","2019-06-06 16:00:35","R_10YmbfFFzonSDQZ","","","","",40.85,-73.86,"anonymous","EN","","","","","5","4","5","4","5","24.071","37.295","38.063","5","6","5","4","4","2","1","7.08","25.431","26.133","6","7","3","4","4","2","4","4.45","25.417","25.826","7","4","5","5","4","4","4.839","18.271","19.186","5","3","5","4","2","5","2.572","16.981","18.215","6","4","6","4","4","8.29","20.186","21.047","5","5","3","4","4","3","5.682","17.834","18.854","6","3","4","4","4","4.225","10.36","10.977","4","4","4","5","4","5","5.582","15.006","15.912","5","4","3","3","2","4","6.141","20.765","21.684","6","5","4","2","4","5","14.153","27.759","34.261","5","4","2","5","5","2","3.63","13.703","14.472","5","6","5","5","3","3","2.933","51.671","52.191","5","5","5","3","3","5","7.075","22.587","23.462","5","","ae4eb301054f431d","3W8CV64QJ2ZEYQ4FS7EC5ABYSUN9HB","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"526","2019-06-06 15:45:17","2019-06-06 16:05:35","0","82cbdfda26235e19","100","1218","1","2019-06-06 16:05:36","R_phBTEc97LIpS1rP","","","","",35.26,-120.65,"anonymous","EN","","","","","5","5","6","5","5","64.436","84.164","85.772","5","7","1","7","6","3","2","3.897","27.449","28.539","8","7","5","5","5","1","3","116.051","143.867","146.573","7","3","3","5","3","5","5.246","32.614","33.57","7","3","5","5","2","5","6.495","21.279","23.355","5","3","5","5","3","6.412","23.052","24.975","5","6","2","6","1","3","10.68","28.208","32.259","5","2","6","7","2","3.337","16.882","17.899","4","5","3","5","3","5","2.907","30.196","31.97","7","6","1","4","2","7","6.597","25.965","26.8","5","6","6","3","3","3","59.964","78.316","79.271","5","5","3","4","5","3","3.822","18.853","20.104","5","5","5","5","3","4","3.073","20.017","20.804","5","5","6","5","3","5","4.477","19.789","21.77","6","","46988abee96399c7","37FMASSAYCRXIEUWW9ATWS73G70IBI","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"527","2019-06-06 12:09:41","2019-06-06 12:11:47","0","f50a57e27881b7b4","23","125","0","2019-06-06 16:12:00","R_2dgX6jascwdxLfO","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b56841a518b3b93b","33LK57MYLT5IUQ087ZKAMCKTG6CZSH","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"528","2019-06-06 12:18:57","2019-06-06 12:19:12","0","d08b33fe1770ba2a","3","14","0","2019-06-06 16:19:17","R_4Nur0zHBZI3zdfP","","","","",NA,NA,"anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bf28642156d1dc53","3WYP994K17RD22S640FO70FZSNFY67","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
