StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,interv_t_First.Click,interv_t_Last.Click,interv_t_Page.Submit,interv_t_Click.Count,hb_1,hb_2,hb_3,hb_4,check_5,hb_t_First.Click,hb_t_Last.Click,hb_t_Page.Submit,hb_t_Click.Count,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,nat_t_First.Click,nat_t_Last.Click,nat_t_Page.Submit,nat_t_Click.Count,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,medSkept_t_First.Click,medSkept_t_Last.Click,medSkept_t_Page.Submit,medSkept_t_Click.Count,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseRare_t_First.Click,diseaseRare_t_Last.Click,diseaseRare_t_Page.Submit,diseaseRare_t_Click.Count,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,diseaseSevere_t_First.Click,diseaseSevere_t_Last.Click,diseaseSevere_t_Page.Submit,diseaseSevere_t_Click.Count,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccEff_t_First.Click,vaccEff_t_Last.Click,vaccEff_t_Page.Submit,vaccEff_t_Click.Count,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,check_3,vaccDanger_t_First.Click,vaccDanger_t_Last.Click,vaccDanger_t_Page.Submit,vaccDanger_t_Click.Count,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccTox_t_First.Click,vaccTox_t_Last.Click,vaccTox_t_Page.Submit,vaccTox_t_Click.Count,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccStrain_t_First.Click,vaccStrain_t_Last.Click,vaccStrain_t_Page.Submit,vaccStrain_t_Click.Count,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,vaccIntent_t_First.Click,vaccIntent_t_Last.Click,vaccIntent_t_Page.Submit,vaccIntent_t_Click.Count,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,parentExpert_t_First.Click,parentExpert_t_Last.Click,parentExpert_t_Page.Submit,parentExpert_t_Click.Count,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmLimCap_t_First.Click,infantImmLimCap_t_Last.Click,infantImmLimCap_t_Page.Submit,infantImmLimCap_t_Click.Count,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,infantImmWeak_t_First.Click,infantImmWeak_t_Last.Click,infantImmWeak_t_Page.Submit,infantImmWeak_t_Click.Count,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,overpar_t_First.Click,overpar_t_Last.Click,overpar_t_Page.Submit,overpar_t_Click.Count,comments,workerId,assignmentId,hitId,study_time,payment,condition
4/4/19 12:22,4/4/19 12:26,0,1171ff2d7e254c8f,100,237,1,4/4/19 12:26,R_1o6aeUJGtxiMyye,,,,,,,anonymous,EN,4.861,92.469,92.801,4,5,5,6,3,5,0.732,5.736,7.678,5,5,5,5,5,3,3,0.969,4.941,5.596,6,6,3,3,5,5,5,0.876,4.648,5.266,6,6,5,6,5,5,0.545,3.404,4.191,5,6,4,3,5,5,0.84,3.364,4.541,5,4,5,6,5,1.226,4.393,12.24,4,6,5,5,5,6,0.483,3.355,4.367,5,5,6,3,6,0.821,3.307,4.116,5,5,5,6,5,6,0.538,4.77,7.005,6,5,6,6,6,5,0.715,3.681,5.499,5,3,4,5,3,3,0.402,3.063,4.209,5,5,5,6,5,5,0.394,5.096,6.377,7,5,6,5,5,6,1.014,9.035,10.235,7,6,5,5,4,5,0.884,9.164,11.455,6,not really. thanks for the survey.,a0df9e27ae5721b2,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:22,4/4/19 12:26,0,49ea66fb9b2dfe3f,100,273,1,4/4/19 12:26,R_1lme4ApIRrZ1hDa,,,,,,,anonymous,EN,0,0,99.967,0,5,6,6,5,5,4.722,7.475,10.341,5,6,6,5,6,6,5,3.958,7.656,8.537,6,6,5,6,6,5,6,2.975,6.707,7.624,12,6,5,5,6,6,2.762,5.209,6.228,5,5,5,6,6,5,8.358,10.07,11.169,5,5,5,6,6,3.557,4.539,5.401,4,6,6,6,6,3,4.071,8.899,9.623,6,6,5,6,5,1.946,3.314,5.122,4,5,5,6,6,6,3.94,6.002,7.241,5,5,5,6,6,6,2.763,5.218,6.875,5,5,6,6,5,6,2.991,6.496,10.802,5,6,6,5,6,5,3.526,7.592,8.44,6,6,5,6,5,6,2.339,4.15,4.997,5,6,5,5,6,5,2.71,7.085,7.862,6,good,da44b73159ede235,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:16,4/4/19 12:27,0,56101586f45b1347,100,677,1,4/4/19 12:27,R_2wd9jyADHHVccd2,,,,,,,anonymous,EN,0,0,121.446,0,6,4,6,6,5,7.806,35.345,36.648,5,5,5,5,4,2,3,3.617,29.673,31.831,6,5,5,3,6,2,6,6.517,46.612,47.645,7,3,5,3,3,5,4.453,27.752,28.832,5,2,6,6,2,6,4.363,20.968,21.942,5,6,4,4,6,19.406,39.577,40.879,4,2,6,4,6,3,2.364,33.043,34.008,6,6,2,2,6,8.372,26.811,27.832,4,3,3,2,3,3,6.431,30.203,31.146,5,2,6,5,6,2,8.693,28.572,29.693,6,5,3,3,5,5,7.805,51.05,52.295,5,5,5,4,4,5,4.224,30.257,31.572,5,5,3,5,5,5,3.828,19.41,20.375,5,5,6,6,3,5,5.784,53.079,53.965,5,No thanks for the opportunity to participate in the 2d part of the study.,bd5488f95f0f83b8,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:15,4/4/19 12:27,0,da33f84fba345e73,100,711,1,4/4/19 12:27,R_28IpgvkSkqPqPDH,,,,,,,anonymous,EN,341.997,344.966,364.585,2,4,5,5,3,5,1.899,7.29,8.921,6,5,3,5,4,5,3,1.7,7.837,9.31,7,4,4,5,5,4,3,15.793,21.507,23.086,7,4,3,2,6,5,2.595,7.556,8.638,6,5,6,4,5,5,3.945,6.734,7.873,5,3,6,3,5,1.679,2.99,4.301,4,6,4,5,5,3,4.346,7.183,9.128,5,3,5,5,4,3.919,7.555,8.721,6,6,4,5,4,5,3.32,5.809,7.053,5,5,5,3,7,4,1.482,7.605,8.52,5,4,5,5,4,6,3.259,5.841,7.095,5,3,4,4,5,6,2.24,5.013,6.238,5,4,5,5,6,5,2.207,5.373,6.772,5,5,4,5,6,4,1.822,4.15,55.007,5,Nothing,1bb4061ee7b99181,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:10,4/4/19 12:31,0,3693ce3e2c1991cc,100,1304,1,4/4/19 12:31,R_56XZUxHsX80XSYp,,,,,,,anonymous,EN,152,152,152.838,1,5,3,4,4,5,7.446,75.566,76.195,5,7,4,5,2,4,3,4.802,721.028,721.657,8,3,5,4,4,3,6,4.238,28.467,29.201,8,3,4,6,4,4,3.706,22.201,23.039,6,4,6,6,1,6,4.164,17.196,18.089,6,5,5,2,5,4.542,17.71,18.331,5,4,4,4,5,3,3.261,14.869,15.915,5,5,2,4,4,5.749,19.918,20.714,7,3,5,3,4,4,2.93,19.14,20.025,5,2,6,4,5,2,3.584,23.743,24.367,7,5,3,4,5,5,12.082,36.513,37.223,7,4,5,3,3,5,5.672,17.24,18.029,5,5,3,4,5,5,5.269,15.629,16.402,7,6,5,4,4,5,2.699,58.483,59.344,6,,29e04d0fc5f43842,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:22,4/4/19 12:32,0,350e2c81d7328720,100,582,1,4/4/19 12:32,R_21jLEZ49QYQdNIs,,,,,,,anonymous,EN,1.083,95.577,109.905,4,1,1,1,1,5,4.661,22.724,24.1,13,2,6,3,2,1,3,3.171,21.786,22.596,14,5,5,2,3,2,5,1.913,25.199,26.129,15,2,3,7,3,5,5.162,25.02,25.889,12,1,6,6,1,6,3.15,17.301,18.17,11,6,4,1,7,2.439,18.184,19.491,9,2,6,3,7,3,3.596,14.147,15.106,10,4,2,4,5,3.643,17.615,18.356,8,3,5,3,5,3,6.898,24.015,24.911,10,1,7,2,7,1,2.099,13.959,14.75,10,5,5,3,3,6,7.615,24.872,25.964,12,5,5,2,3,5,7.181,26.787,28.365,12,5,3,5,5,6,4.026,19.965,20.751,10,5,5,5,5,6,8.301,26.7,27.656,10,"Interesting to think about many of the questions. What I conclude is that for me, there are areas where answering in an absolute is tricky. Do I think doctors provide the best advice to parents? Yes, but as a parent I also know that there were many times I knew the intricacies of my child's health in ways the doctor could not. ",553d4cf7fa9f7cc0,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:24,4/4/19 12:33,0,ff3a33bf0b6fc928,100,533,1,4/4/19 12:33,R_1DZFUXshyrT954o,,,,,,,anonymous,EN,0,0,132.043,0,3,3,3,3,5,3.26,21.108,21.513,7,3,3,3,5,2,5,5.437,26.694,27.656,6,5,5,6,5,2,3,3.72,24.511,25.324,7,2,2,6,3,6,2.93,17.457,18.458,5,2,6,6,2,6,4.442,13.977,14.944,5,5,2,2,3,3.952,20.025,21.014,4,5,3,6,5,3,4.193,16.594,17.326,5,3,3,5,5,2.937,15.991,16.709,5,3,5,5,3,6,2.358,32.478,33.223,5,5,6,6,5,2,5.101,17.932,19.364,5,5,5,3,3,5,4.418,19.369,20.367,6,6,3,5,5,3,66.001,79.618,80.412,5,6,6,6,2,3,2.419,16.187,16.979,7,3,3,3,5,6,4.589,21.261,22.515,5,,a7e63dd2173ac356,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:19,4/4/19 12:33,0,1587884b7e014dbb,100,822,1,4/4/19 12:33,R_1DvzSEGYTCgfX59,,,,,,,anonymous,EN,0,0,315.313,0,6,6,5,6,5,4.925,73.277,78.243,5,4,6,4,4,2,6,23.673,45.329,48.941,9,4,6,2,6,2,6,5.557,23.262,23.661,9,1,6,6,2,5,9.247,42.903,44.725,8,4,6,6,1,6,5.404,30.091,33.521,14,6,4,2,6,8.55,25.021,25.723,8,1,4,4,6,5,3.202,19.626,20.227,9,6,3,2,3,3.637,9.4,14.507,5,6,6,6,6,4,8.327,18.487,20.214,8,4,6,6,6,1,6.782,25.83,26.157,12,6,2,2,6,6,13.605,19.989,21.394,6,6,3,6,6,3,4.362,22.186,23.162,10,7,4,4,4,4,11.282,22.793,24.768,6,6,6,2,6,6,8.004,23.788,35.193,6,,1e6ee1dc073b1ca0,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:11,4/4/19 12:33,0,ff7daa0684757f73,100,1373,1,4/4/19 12:33,R_2U9Re3f4NVTAsLm,,,,,,,anonymous,EN,30.665,191.774,200.362,10,6,4,4,5,5,8.16,43.007,43.905,13,5,4,5,3,3,3,9.052,49.387,50.32,25,5,4,3,5,2,3,43.451,97.063,98.47,18,3,4,5,4,5,37.597,75.879,76.824,15,3,3,3,3,3,7.37,131.739,150.092,24,5,5,2,5,12.718,38.331,42.102,8,2,3,2,6,3,4.674,22.798,26.097,10,6,2,3,5,71.198,88.711,89.863,8,4,5,2,5,6,4.874,55.494,56.454,22,3,6,3,6,2,45.2,103.825,104.971,14,6,5,6,6,5,43.971,66.994,67.839,10,5,2,4,5,2,20.226,58.786,61.983,10,3,6,6,3,4,12.76,34.38,35.69,10,3,5,3,5,3,15.59,114.583,116.796,15,No,fd36e19b3cd21aad,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:24,4/4/19 12:33,0,dd22b8b4b7253c82,100,595,1,4/4/19 12:33,R_27woQJeAB8qzpQw,,,,,,,anonymous,EN,85.941,88.072,92.537,8,6,2,2,2,5,5.64,45.05,46.17,7,2,4,2,2,4,6,4.514,19.709,20.734,7,5,5,5,2,5,5,7.756,37.363,37.774,13,1,1,6,1,6,5.324,23.408,24.741,10,6,7,6,1,6,4.312,19.122,20.251,6,4,2,2,6,4.914,29.568,32.174,9,1,5,2,6,3,3.546,20.261,21.995,7,6,2,5,4,6.344,15.117,16.656,4,4,4,3,4,4,5.486,27.323,28.57,8,1,7,2,7,1,3.593,16.669,18.052,6,5,5,4,4,5,10.738,34.456,35.577,10,4,4,4,4,4,48.54,62.919,64.031,9,3,4,4,4,5,3.023,21.395,26.183,7,3,3,2,6,7,5.155,17.873,19.111,6,Nope.,31dacc6c93a19ba6,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:25,4/4/19 12:34,0,cac199482710135b,100,508,1,4/4/19 12:34,R_DiS39YC97IBvBnz,,,,,,,anonymous,EN,0,0,107.672,0,4,4,4,3,5,4.132,24.951,25.806,6,4,5,3,2,2,6,14.208,30.567,31.294,6,4,5,4,5,4,5,3.482,29.13,29.401,7,3,3,5,2,5,3.333,17.636,18.372,6,3,5,4,2,5,3.156,14.172,14.986,6,5,4,2,6,4.246,17.59,18.629,5,2,6,3,6,3,2.608,13.344,13.95,5,5,3,4,5,5.629,15.277,15.538,5,3,4,3,4,4,18.858,34.962,35.584,5,2,6,3,6,2,4.092,13.411,14.146,5,5,5,4,6,6,3.001,18.548,19.211,7,5,4,3,4,4,5.427,17.315,18.089,5,5,4,4,5,4,3.422,13.273,13.888,5,4,4,5,4,4,3.31,16.798,17.572,6,no,cd9df8641cc2f3a2,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:22,4/4/19 12:34,0,97566107d2e58e2f,100,739,1,4/4/19 12:34,R_1q8QoCxZ6VKgdTu,,,,,,,anonymous,EN,12.073,12.073,159.802,1,6,3,5,5,5,10.965,22.484,24.351,6,5,6,6,3,4,2,3.938,19.713,20.318,7,5,5,3,2,2,6,24.01,35.209,36.446,6,3,4,6,3,4,21.7,37.068,38.137,6,2,6,5,2,6,18.566,31.021,31.673,5,6,4,2,6,9.65,17.033,17.606,5,3,3,4,5,3,5.341,13.486,15.558,8,5,2,4,5,14.58,19.717,20.348,5,5,5,4,3,6,27.158,38.263,39.077,5,2,6,6,6,2,4.268,29.884,69.446,6,2,3,2,6,6,34.363,45.307,46.019,6,6,2,4,5,2,30.792,38.16,39.41,5,5,6,6,5,2,37.7,46.54,47.823,5,6,5,6,3,3,39.014,48.942,49.984,7,No comments,6c7efca12be4d2a2,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:26,4/4/19 12:35,0,aa92ebc823a70887,100,542,1,4/4/19 12:35,R_2EujI5DDxGYu4Vh,,,,,,,anonymous,EN,0.601,85.263,91.754,24,5,4,6,4,5,4.87,27.967,28.562,15,5,5,6,6,2,7,0.611,28.603,28.992,35,6,5,6,3,2,4,3.19,25.377,25.812,21,2,5,2,2,5,9.909,31.362,31.778,21,3,6,4,2,5,0.679,21.646,22.041,14,5,6,5,5,0.629,6.506,6.795,10,6,2,5,2,3,2.101,11.822,12.238,13,3,6,6,4,44.054,62.764,63.163,13,2,4,6,4,3,3.1,77.539,77.909,27,5,6,4,4,3,3.278,15.759,16.182,14,4,5,5,7,6,6.873,16.665,17.14,14,6,2,2,5,2,1.124,15.073,15.74,16,4,2,6,2,2,0.474,13.585,14.076,15,6,4,6,4,3,3.143,19.715,20.134,18,Great Study.,61e062f36422f4e1,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:25,4/4/19 12:36,0,da842044eec6f417,100,703,1,4/4/19 12:36,R_3rZksEO83vjaIWK,,,,,,,anonymous,EN,110.896,123.342,142.903,2,6,5,5,5,5,8.446,22.237,22.911,5,6,1,3,5,2,2,4.34,19.662,20.649,7,6,6,5,5,2,6,5.277,25.1,26.199,6,2,5,6,2,5,3.847,30.597,31.877,7,1,7,7,1,7,5.331,109.44,110.283,5,6,3,2,5,6,22.717,23.37,4,5,3,2,6,3,5.174,14.967,15.943,5,3,2,5,6,3.731,13.319,14.063,4,3,6,3,5,5,6.396,20.573,21.351,5,3,6,6,6,3,3.606,16.3,17.306,5,6,5,5,3,5,3.92,18.526,19.366,5,6,5,6,6,5,31.053,47.972,48.842,7,6,3,3,5,5,4.046,13.197,13.861,5,6,6,6,5,5,5.358,18.193,18.869,6,I found the article very interesting and informative! :),8ed670af1c9ac105,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:29,4/4/19 12:38,0,13fff2fd90c5bdd4,100,542,1,4/4/19 12:38,R_3EWFAWJEyzibFmB,,,,,,,anonymous,EN,73.722,91.121,95.367,2,3,3,4,3,5,3.15,11.141,11.81,5,5,4,6,4,2,6,3.455,17.097,17.965,7,6,4,6,5,1,3,4.511,31.63,32.278,7,3,3,4,3,4,2.909,9.989,11.293,5,3,5,5,4,5,30.482,52.388,53.66,5,4,6,5,3,14.908,21.789,22.978,4,5,3,6,3,3,5.907,15.876,16.557,6,4,4,5,3,25.716,46.18,47.745,5,6,3,5,3,6,1.533,15.501,16.089,5,5,4,6,2,4,3.718,10.213,11.762,5,4,5,5,4,4,4.069,11.317,12.435,5,5,3,4,5,3,38.285,75.726,76.498,7,4,5,5,4,3,3.576,13.887,15.127,6,4,5,3,4,5,3.584,37.167,39.752,6,,056e606d94a5c2b1,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:20,4/4/19 12:40,0,dc64634b0fde4564,100,1197,1,4/4/19 12:40,R_27BTOUETJQJruON,,,,,,,anonymous,EN,2.902,90.067,90.814,6,6,3,5,2,5,9.379,38.739,40.726,18,5,7,6,3,4,2,3.585,25.314,25.864,15,5,5,7,7,2,6,4.61,29.631,30.202,15,3,5,7,6,3,3.023,25.952,26.342,11,1,6,7,3,6,3.156,26.218,26.439,11,5,7,3,5,18.785,108.565,109.056,18,7,2,7,5,3,4.167,16.115,18.145,8,3,4,7,3,2.524,17.325,18.383,8,3,5,2,3,6,4.37,17.842,20.013,9,3,5,7,5,2,3.732,19.797,20.287,17,7,6,5,6,6,2.512,26.622,27.123,15,7,2,6,6,3,6.661,18.641,19.722,8,6,6,5,7,5,1.929,54.904,56.478,22,3,5,3,6,6,5.358,22.384,23.226,9,"Mercury is very well known to have serious physical and psychological issues in humans and mercury is a preservative in vaccines e.g., thimerosal. No medication is 100% safe so to say mercury in vaccine is 100% safe and has never had an adverse effect doesn't make sense. If we're to believe it's not 100% safe which is not at all unreasonable then the question is what are the effects when things go wrong? We can start with what we already know about mercury, what effects it has specifically on the human brain.",7069932e204d6620,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:29,4/4/19 12:41,0,387dd1a1550bb0d5,100,703,1,4/4/19 12:41,R_3k0deE8fi4BBTit,,,,,,,anonymous,EN,31.529,146.702,176.841,8,5,4,4,5,5,8.76,29.11,31.517,5,5,4,5,3,2,5,6.028,45.6,47.72,8,7,5,7,6,1,5,7.025,41.694,43.019,7,2,2,5,2,6,6.823,30.547,31.985,6,2,6,6,2,6,6.217,26.415,28.633,5,5,3,2,5,6.771,23.766,25.523,4,4,4,4,5,3,5.202,23.01,24.723,5,5,3,3,5,7.173,24.529,26.138,4,5,5,3,3,4,7.892,32.274,34.757,5,2,6,2,6,1,9.02,25.879,27.472,5,5,5,2,5,6,8.201,32.378,33.59,6,5,5,5,3,4,5.767,24.287,26.477,5,5,3,5,5,5,5.87,21.549,23.646,6,3,6,5,5,5,6.838,36.486,39.251,6,,083d1f034f803ff8,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:37,4/4/19 12:42,0,60fa7cca5f4626cd,100,292,1,4/4/19 12:42,R_33253hZrDQFQDMO,,,,,,,anonymous,EN,0,0,167.868,0,5,3,5,4,5,2.175,5.846,7.039,6,5,5,3,6,6,6,1.084,8.507,9.333,7,5,5,4,5,5,4,1.181,3.621,4.433,6,3,3,3,2,2,2.47,4.494,7.486,5,5,5,5,5,5,1.181,2.967,3.709,5,4,5,4,6,1.18,2.7,4.295,4,4,4,5,6,3,1.826,5.169,6.129,5,4,6,5,5,1.366,3.094,4.465,4,5,5,5,5,6,1.516,4.676,5.495,6,2,6,4,6,1,2.815,16.063,16.884,8,5,5,5,5,4,1.244,3.06,3.957,5,4,5,5,5,4,0.725,2.676,3.52,5,5,5,5,5,4,1.067,3.323,3.965,5,4,5,4,5,4,1.263,4.27,5.713,6,"no comments
",ecb493dbb8d94e5f,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:31,4/4/19 12:46,0,df957cb43cfbb904,100,905,1,4/4/19 12:46,R_1ml8CcAQ5WxIwSk,,,,,,,anonymous,EN,128.104,407.836,408.321,2,2,1,1,1,5,2.484,14.355,16.376,6,3,6,3,2,3,4,4.82,22.251,23.04,7,5,5,6,3,2,6,3.948,22.339,22.656,8,2,2,6,3,6,5.24,17.407,18.124,6,1,7,6,1,6,1.412,12.428,14.057,7,7,2,2,7,3.884,14.108,14.761,5,1,6,2,7,3,2.541,10.749,11.722,5,7,1,1,7,3.271,9.143,9.867,4,2,6,2,6,2,47.762,57.201,57.782,6,1,7,2,7,1,2.297,12.496,13.669,7,5,5,3,3,3,3.306,24.865,25.588,6,6,4,5,6,3,3.838,15.237,16.195,5,3,6,3,3,5,9.064,18.728,19.613,5,3,5,3,4,4,162.929,179.641,180.334,8,,159050ecdb50d164,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:39,4/4/19 12:47,0,31915c612a7bc695,100,444,1,4/4/19 12:47,R_3efNtUh5SoC7gAM,,,,,,,anonymous,EN,3.088,132.971,138.336,155,5,2,5,2,5,2.967,18.883,20.161,6,2,6,2,2,2,5,1.9,15.792,17.363,6,3,5,4,3,4,6,1.838,20.815,21.959,8,2,2,6,1,5,4.485,14.778,15.631,5,2,6,6,2,6,3.882,12.776,13.695,5,5,2,2,6,2.708,12.629,13.326,5,1,6,2,7,3,1.575,9.584,10.898,5,7,1,2,6,2.517,10.993,11.568,5,2,6,2,5,2,2.934,15.596,16.494,6,1,7,2,7,1,3.238,12.9,13.876,6,3,5,3,5,6,2.382,27.29,28.27,6,5,5,4,4,5,26.41,36.795,37.616,6,3,5,5,5,4,2.621,14.948,15.83,6,4,3,3,5,5,2.699,14.445,15.577,5,,c3314c56f3f1a2f5,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:44,4/4/19 12:50,0,7f8a42cb568fb6db,100,354,1,4/4/19 12:50,R_puaNTjcCMawhrnH,,,,,,,anonymous,EN,11.001,16.961,91.027,2,4,4,4,4,5,7.875,22.903,23.251,9,4,5,5,5,2,5,1.663,16.966,17.94,6,6,5,5,4,2,4,2.656,19.195,19.943,8,3,3,4,2,4,3.022,13.354,14.05,5,3,5,5,3,5,2.139,11.568,12.283,5,6,3,3,5,4.261,16.981,17.764,4,4,4,3,5,3,1.648,11.116,12.109,5,4,3,4,5,1.98,10.217,10.902,4,4,4,4,4,4,6.329,19.149,20.13,5,3,6,3,6,2,1.961,14.702,15.646,7,5,4,3,5,5,2.44,13.386,14.409,5,5,3,5,5,3,3.254,12.163,12.989,5,6,5,6,3,3,2.687,16.17,17.177,6,5,5,3,4,5,1.562,12.851,14.123,5,,59ee6bf7b6ae55a6,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 12:44,4/4/19 12:50,0,6e401eb5e2f0464e,100,337,1,4/4/19 12:50,R_1FPAH63C2tgQNVz,,,,,,,anonymous,EN,1.127,1.127,126.726,1,6,7,5,6,5,1.888,7.931,8.9,5,7,6,7,6,4,5,2.497,10.486,11.654,6,4,7,5,6,5,5,7.173,26.166,28.391,6,7,5,4,6,6,1.897,6.35,7.584,5,6,5,5,7,5,1.379,5.626,6.652,5,7,6,5,5,1.192,3.649,4.901,4,4,7,6,6,3,1.795,6.392,7.744,5,3,5,6,5,1.858,5.065,6.047,4,5,4,5,3,6,1.343,5.83,7.097,5,7,6,2,6,2,3.132,16.132,17.509,5,6,5,6,6,7,3.129,6.575,8.817,5,5,5,7,6,4,3.128,8.719,9.752,5,5,2,2,5,6,1.748,12.337,15.663,6,6,6,5,7,5,1.682,4.964,6.08,5,,785d406e31801d61,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:44,4/4/19 12:51,0,ee70b2e499ba9117,100,409,1,4/4/19 12:51,R_1H78HQTG8xQtsm1,,,,,,,anonymous,EN,0,0,122.346,0,7,6,6,7,5,2.368,9.301,10.752,5,6,5,5,6,7,5,1.088,3.69,10.696,6,7,7,6,5,6,5,1.824,6.637,13.925,7,7,3,2,7,3,2.108,11.061,23.326,8,7,5,7,6,5,1.767,9.43,11.754,6,5,3,3,7,1.53,8.137,11.731,6,7,6,5,7,3,1.925,7.872,15.219,6,3,6,7,2,2.066,9.698,10.761,6,5,7,7,2,5,1.667,9.65,11.96,8,7,6,5,7,6,2.071,5.143,6.185,5,6,6,7,7,5,4.249,8.097,9.952,6,6,5,6,7,7,2.594,21.413,22.837,7,7,6,5,6,7,2.184,4.453,10.969,5,6,7,5,6,7,2.805,7.035,13.376,5,very interesting this survey.,5bf44038b475bf35,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 12:41,4/4/19 12:56,0,05cdfc11f29c875a,100,903,1,4/4/19 12:56,R_3KTjtr44IkP46he,,,,,,,anonymous,EN,0,0,192.842,0,5,5,5,4,5,7.171,32.395,33.33,5,5,6,3,2,2,4,7.231,35.599,36.943,8,7,6,5,4,5,6,4.519,61.151,62.815,6,1,2,6,2,6,6.246,27.07,28.685,5,1,7,7,2,7,2.975,21.047,22,5,6,2,1,7,5.713,37.705,40.289,5,1,4,3,6,3,8.49,37.002,43.012,7,4,2,3,6,3.869,34.069,34.94,7,3,7,4,3,5,8.301,34.693,37.302,5,2,6,5,7,1,3.668,31.036,32.307,7,5,2,2,6,6,6.75,65.838,68.51,6,5,4,4,5,3,6.28,32.391,33.696,6,5,6,5,3,2,6.475,29.18,30.171,8,5,6,6,2,3,5.36,23.08,23.936,5,I'm glad I was able to get a good explanation about vaccines at the end of the study. Very Informative.,a3adfe0bc4e0e6dc,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
