StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,hb_1,hb_2,hb_3,hb_4,hb_check_5,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,sex,age,race,religion,educ,income,parent,expecting,children,youngest_child,comments,workerId,assignmentId,hitId,study_time,payment
9/7/17 9:21,9/7/17 9:27,IP Address,0878926c01c24c95,100,374,TRUE,9/7/17 9:27,R_3MfEK9z8NLPnGgB,,,,,,,anonymous,EN,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Agree,Somewhat agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Male,29,White,Non-religious,Undergraduate Degree,"More than $100,000",No,No,,,,f9deebc71041b10a,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:12,9/7/17 9:28,IP Address,4f12e0bdbc78044b,100,957,TRUE,9/7/17 9:28,R_3Rmv16GJmyqvZVO,,,,,,,anonymous,EN,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Female,43,White,Christian,Some Undergraduate Education,"Less than $20,000",No,No,,,,db723443382dfbde,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:13,9/7/17 9:28,IP Address,0e6a55abc217de68,100,903,TRUE,9/7/17 9:28,R_3kiCEf6IpJR03Iz,,,,,,,anonymous,EN,Disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Female,33,Asian,Christian,Undergraduate Degree,"$30,001 - $50,000",Yes,No,2,2 years old,,9af6ba9e6e2c1807,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:20,9/7/17 9:28,IP Address,eb2d4d2b5399a02e,100,454,TRUE,9/7/17 9:28,R_VVSYinS9Ef7HnSF,,,,,,,anonymous,EN,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Male,29,White,Non-religious,Some Undergraduate Education,"$50,001 - $70,000",No,No,,,Interesting study!,249d5e0c4eb7c1ab,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:13,9/7/17 9:28,IP Address,f05833a2650a53f2,100,879,TRUE,9/7/17 9:28,R_DB0zCKSmYk4B0jv,,,,,,,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Agree,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Male,33,White,Jewish,Graduate or Professional Degree,"$70,001 - $100,000",Yes,No,1,1 year old,,6f919bf8667e164f,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:04,9/7/17 9:28,IP Address,a7eea01efc56d83c,100,1456,TRUE,9/7/17 9:28,R_1jv0ah1o6KAHZw0,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Male,24,White,Christian,Undergraduate Degree,"$30,001 - $50,000",No,No,,,Nope,7490f7d13c400489,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:19,9/7/17 9:28,IP Address,0d547d827777e8ee,100,524,TRUE,9/7/17 9:28,R_1JRX6RtUtTLnRAe,,,,,,,anonymous,EN,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Male,39,Asian,Buddhist,Undergraduate Degree,"$70,001 - $100,000",No,No,,,,3ad39f74d7580b43,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:25,9/7/17 9:28,IP Address,8725c571049c496d,100,200,TRUE,9/7/17 9:28,R_3exza1EofkO3uIS,,,,,,,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Female,25,White,Christian,Some Graduate or Professional Education,"$20,000 - $30,0000",Yes,No,2,2 years old,,6fd03402c981ea9b,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:25,9/7/17 9:28,IP Address,0554579f4d6abe38,100,200,TRUE,9/7/17 9:28,R_1Fez1ybLw8bZdb4,,,,,,,anonymous,EN,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Female,22,White,"Other, or prefer not to say",High School or Equivalent,"$20,000 - $30,0000",No,No,,,,a1ef52cde0b728cc,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:23,9/7/17 9:29,IP Address,b0fb3d83def01ac5,100,350,TRUE,9/7/17 9:29,R_3MyvC4iRo61f8Sy,,,,,,,anonymous,EN,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Female,41,White,Jewish,Undergraduate Degree,"$50,001 - $70,000",Yes,No,2,15 years old,none,1c2acead98cd395a,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:13,9/7/17 9:29,IP Address,dee7fa46dfe7b585,100,917,TRUE,9/7/17 9:29,R_30e09qJRi9cXRw8,,,,,,,anonymous,EN,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Male,24,Asian,Non-religious,Graduate or Professional Degree,"More than $100,000",No,No,,,NA,970d4de875911db0,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:10,9/7/17 9:29,IP Address,20efeb419070199d,100,1140,TRUE,9/7/17 9:29,R_3TO7gb1EZfQAjHr,,,,,,,anonymous,EN,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Disagree,Female,29,White,Christian,Undergraduate Degree,"$30,001 - $50,000",No,No,,,"I don't have kids yet, but my sister's do. The thing that scares me about vaccines are that they are given to kids as a one size fits all, which is scary. Not all children have the same reaction to these vaccines, and this is where the danger lies. I DO think that some vaccines may causes issues such as  autism, but I am sure that will never be ""proven"" to be true because it would cost the drug companies billions. In this country you have to get your child vaccinated, so I would get a doctor to use a homeopathic vaccine for my child when that time comes. ",dab31f99035a98fd,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:15,9/7/17 9:29,IP Address,6c04775d5e9709a7,100,810,TRUE,9/7/17 9:29,R_1GPLpUTCnK0cNgM,,,,,,,anonymous,EN,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly agree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Neither agree nor disagree,Female,34,White,Non-religious,Undergraduate Degree,"$70,001 - $100,000",No,No,,,,a39f430dcd8f6389,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:17,9/7/17 9:29,IP Address,b9c1eb7cae2f0d98,100,730,TRUE,9/7/17 9:29,R_3NQAzfLEbiEIvCR,,,,,,,anonymous,EN,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Male,40,White,"Other, or prefer not to say",Some Undergraduate Education,"Less than $20,000",No,No,,,I'm not inclined to believe the WHO just because they're the WHO.  I'm also not sure that making sure people who might otherwise have died of childhood diseases now survive and reproduce is a good thing.,1ef849def1dc1836,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:12,9/7/17 9:29,IP Address,51240a09af6f1f10,100,1044,TRUE,9/7/17 9:29,R_31nrpLL4MwcEV9c,,,,,,,anonymous,EN,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Male,40,White,Jewish,Undergraduate Degree,"$70,001 - $100,000",No,No,,,thank you,15ca04f7b962b06f,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:24,9/7/17 9:29,IP Address,a7bbef2836678183,100,345,TRUE,9/7/17 9:29,R_1k19tcQg3p5bsGf,,,,,,,anonymous,EN,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Male,28,Asian,Non-religious,Undergraduate Degree,"$50,001 - $70,000",No,No,,,,1e79df16e683177b,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:09,9/7/17 9:30,IP Address,cdbab5d814eb7f60,100,1207,TRUE,9/7/17 9:30,R_3GBT8oiJT3t2L6F,,,,,,,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Disagree,Somewhat agree,Agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Male,34,White,Christian,Some Undergraduate Education,"More than $100,000",Yes,No,1,Over 18 years old,It was interesting ,804191030a506ee8,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
9/7/17 9:25,9/7/17 9:30,IP Address,801c16669986d7bf,100,305,TRUE,9/7/17 9:30,R_1dGexAU51tP2Cu6,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Strongly agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Female,32,White,"Other, or prefer not to say",Graduate or Professional Degree,"$70,001 - $100,000",Yes,No,1,8 years old,Thank You,562b1331377b8456,,302U8RURJZ11J95Z849JES21U8ANVY,10,1.4
