"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","sex","age","race","religion","educ","income","parent","expecting","children","youngest_child","refuse","return","comments","workerId","assignmentId","hitId","study_time","payment"
"564","2019-06-05 11:21:50","2019-06-05 11:25:57","0","c0d6e994e641f105","100","247","1","2019-06-05 11:25:58","R_1LuJEylNwsFW2NS","","","","",38.75,-76.91,"anonymous","EN","6","5","6","7","5","3.573","5.68","7.014","5","6","6","6","7","6","5","1.159","4.423","6.213","6","6","5","6","6","7","5","8.6","22.485","23.389","7","6","7","5","6","6","1.254","4.173","5.684","5","6","5","5","6","6","2.668","6.848","8.187","5","5","6","6","6","5.954","7.786","9.375","4","6","6","5","7","3","6.853","10.259","13.169","5","7","6","6","5","2.978","4.355","4.99","4","5","6","7","6","6","8.141","10.192","12.33","5","6","5","6","7","6","2.98","6.289","7.552","6","6","5","6","6","7","3.387","6.747","7.904","5","6","6","6","7","7","1.86","3.666","4.764","5","7","6","6","5","6","1.779","4.264","6.489","5","6","6","7","5","6","3.936","5.638","8.302","5","1","34","1","1","5","4","23","23","3","9","24","26","great study for parent","af54dad390a511b2","3QHK8ZVMIMIZ8F22HC76O8ZVXY3BL8","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"565","2019-06-05 11:18:14","2019-06-05 11:26:04","0","92e7d9379b8274ad","100","470","1","2019-06-05 11:26:04","R_1g6JPSIDRDV6ljh","","","","",38.55,-92.15,"anonymous","EN","6","2","6","2","5","2.185","22.587","24.013","5","5","5","5","3","2","1","4.183","20.105","20.928","6","6","5","6","5","2","3","5.323","35.763","37.184","8","1","2","6","3","5","3.1","28.594","29.343","5","2","6","6","2","6","2.821","10.809","12.557","5","5","2","2","6","2.189","26.461","27.352","4","1","6","2","6","3","11.685","21.524","22.468","6","6","2","5","5","8.634","19.818","20.805","4","5","3","3","5","3","3.802","37.941","39.976","7","1","6","3","6","1","32.209","46.403","50.742","8","5","5","3","3","5","8.271","44.937","46.469","6","3","5","5","3","5","3.357","15.999","16.948","5","3","2","3","6","6","3.559","18.418","19.354","6","6","5","6","5","6","3.476","20.116","20.801","5","0","46","1","6","6","2","23","24","4","16","24","26","","79280522ba0502f2","3BEFOD78W6TZTYZE29YYG78ENB64MR","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"566","2019-06-05 11:02:38","2019-06-05 11:26:12","0","b871a969ed16f0e6","100","1413","1","2019-06-05 11:26:12","R_TuesCmHBkXYtXTH","","","","",18.43,-67.15,"anonymous","EN","6","6","7","6","5","22.33","36.64","37.733","5","6","6","6","1","1","1","60.605","92.335","94.189","7","4","7","1","1","7","7","38.358","66.719","67.892","8","1","2","2","1","6","18.563","35.675","36.848","6","1","7","1","1","6","7.15","22.868","25.674","8","6","6","7","7","65.392","133.499","144.731","5","1","6","1","7","3","12.896","29.856","37.919","8","7","1","1","7","4.983","10.972","11.882","4","7","7","1","7","1","73.706","105.783","112.384","5","7","7","1","7","1","6.68","28.654","30.134","7","6","7","7","6","6","111.357","160.978","172.594","5","6","1","6","7","1","42.909","272.902","277.16","6","1","1","1","7","7","15.018","48.228","90.926","8","4","7","1","6","6","96.481","109.755","113.716","5","0","29","2","6","6","3","24","23","","","","26","","06cee3cc321a8950","36V4Q8R5ZK06I3MC065BJA9JJ3TMQW","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"567","2019-06-05 11:10:43","2019-06-05 11:26:23","0","e980ab8749713873","100","940","1","2019-06-05 11:26:23","R_2xxURkA8CNpkeXz","","","","",39.21,-76.84,"anonymous","EN","6","1","4","6","5","7.436","108.391","110.233","18","3","4","5","2","1","2","9.832","57.245","59.563","11","4","5","4","4","1","6","8.811","82.26","83.968","18","1","1","7","1","5","6.162","43.452","49.674","9","1","6","6","2","7","6.97","43.198","45.212","9","7","1","1","7","10.36","28.39","29.848","6","1","2","4","7","3","6.008","33.901","35.786","8","6","1","3","6","8.769","34.974","36.786","7","3","6","2","4","4","6.434","44.104","45.912","12","1","7","1","7","1","6.305","36.641","38.453","8","3","1","1","4","5","16.02","62.8","64.792","12","4","4","4","6","4","8.948","33.601","35.251","8","3","4","3","5","5","8.197","38.743","40.506","9","7","7","3","4","7","10.502","45.814","47.495","10","0","69","3","1","5","4","23","24","2","23","24","26","","3fe1d38ba764059e","3S4AW7T80BIFNGHT2XXJGUTPN6PL4F","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"568","2019-06-05 11:19:33","2019-06-05 11:26:25","0","bcd7645fcd1d4b27","100","411","1","2019-06-05 11:26:25","R_sALmPG9GaSWiRrP","","","","",27.33,-82.47,"anonymous","EN","6","6","5","6","5","8.283","23.216","24.762","5","6","6","2","6","4","6","95.592","108.65","109.235","6","2","6","7","2","2","7","3.384","20.714","21.203","6","5","6","6","4","2","2.845","19.405","20.166","5","5","6","4","2","4","4.253","25.778","26.299","5","6","4","2","7","20.189","29.787","30.355","4","2","5","5","5","3","2.313","15.452","16.084","6","6","2","4","5","3.405","10.937","11.633","4","3","7","2","5","5","3.689","19.175","19.986","5","1","7","1","6","1","1.77","12.666","13.442","5","6","4","6","6","6","2.55","13.061","13.727","6","7","5","6","6","6","5.731","15.784","16.466","5","5","5","5","5","5","6.441","13.221","14.416","5","6","5","7","2","5","6.87","18.557","19.159","5","1","25","5","1","4","1","24","24","","","","26","None","008779784a52b2ff","3B3WTRP3DB2AJ01X9MB5I65W3YG297","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"569","2019-06-05 11:10:47","2019-06-05 11:26:28","0","23b54909d57d3db8","100","941","1","2019-06-05 11:26:29","R_1Facu8SWXZPoKZw","","","","",33.56,-84.21,"anonymous","EN","2","4","2","3","5","153.664","160.168","161.205","6","6","5","5","5","3","3","2.549","25.171","26.168","6","5","5","5","5","5","5","3.757","7.471","8.501","6","3","3","5","3","5","18.127","27.988","28.987","5","2","6","6","2","6","3.034","13.392","14.489","6","5","6","6","5","93.281","96.009","100.848","4","5","3","5","3","3","2.84","17.042","18.366","5","4","5","5","5","5.872","17.734","18.846","4","5","5","5","3","5","103.202","113.041","113.907","5","3","4","4","5","3","4.808","19.359","20.381","5","5","4","4","5","5","4.357","15.498","16.266","7","5","5","5","5","5","2.585","8.591","9.877","7","2","3","2","5","5","25.693","35.754","36.489","5","5","6","2","3","2","261.672","269.316","270.192","5","1","26","3","6","3","1","24","24","","","","26","no","5289f02b46841c3a","3VSOLARPKB9Z4IXGDMPA1GAO9C4397","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"570","2019-06-05 11:19:54","2019-06-05 11:26:31","0","581a3d9e184233e6","100","396","1","2019-06-05 11:26:32","R_vDHqoSN82gJkZ7b","","","","",34.41,-118.09,"anonymous","EN","1","1","1","1","5","2.785","17.766","19.251","10","7","3","6","7","1","2","2.711","16.244","16.809","8","7","4","7","4","5","5","3.286","9.351","9.924","6","2","2","5","1","5","3.465","13.917","14.433","7","4","4","4","4","4","3.281","4.661","5.659","5","7","7","1","7","6.278","13.777","14.313","4","1","4","3","6","3","38.145","53.209","53.743","6","6","1","1","7","3.694","8.223","8.716","4","1","7","1","6","4","2.535","22.371","23.018","6","1","6","1","6","1","12.652","18.783","19.209","6","7","4","5","4","4","29.725","39.382","39.9","6","5","3","5","5","3","71.935","85.823","86.492","11","4","7","7","1","1","2.538","10.722","10.999","6","3","7","1","6","7","5.477","15.187","15.82","5","1","24","1","6","2","3","24","24","","","","26","","2ea3d2f04ebc7cd4","3U4J9857OEB0TUD0DI6W53HU2E1B72","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"571","2019-06-05 11:22:09","2019-06-05 11:26:43","0","a38bf9bb60d8958c","100","273","1","2019-06-05 11:26:43","R_8CGWRuvvMlgXJaV","","","","",38.64,-77.35,"anonymous","EN","6","6","7","7","5","8.05","12.485","16.049","5","7","5","6","5","7","6","6.846","12.094","13.641","7","6","7","5","6","5","6","1.15","5.693","7.801","6","6","5","7","6","6","6.538","13.816","15.641","5","7","6","7","6","5","4.011","7.34","8.971","5","7","5","7","6","3.066","5.364","6.323","4","7","6","5","5","3","5.046","9.206","11.24","5","5","6","7","6","2.778","5.619","6.7","4","6","6","5","7","6","1.201","5.389","8.341","5","6","7","7","6","5","4.586","7.403","8.253","5","7","6","5","5","7","3.417","6.409","8.303","5","7","6","7","6","5","1.286","5.829","7.521","5","6","6","6","7","5","3.106","6.202","7.305","5","7","7","5","6","6","1.241","5.31","7.719","5","1","32","3","1","6","3","23","","3","9","23","26","very nice and good study","5131416daac24e7e","30LB5CDZNCAITHGWYX1QC6EAL3KZ0Z","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"572","2019-06-05 11:09:43","2019-06-05 11:26:43","0","0589b56c35dc260a","100","1020","1","2019-06-05 11:26:44","R_2qjySRNcZbcqJHU","","","","",33.21,-97.13,"anonymous","EN","2","4","4","4","5","8.413","31.501","32.659","8","5","7","6","2","2","2","1.984","19.778","21.203","7","6","6","4","5","4","6","179.748","199.046","199.797","14","1","4","1","1","3","2.669","18.203","19.031","9","3","7","7","1","7","128.503","142.694","143.312","9","4","5","4","5","143.252","149.849","150.84","6","1","4","4","6","3","4.891","17.4","17.978","8","4","4","4","4","3.7","10.137","10.979","6","5","5","4","4","4","4.614","21.923","22.397","9","4","7","2","6","1","1.901","18.307","19.033","9","5","5","2","4","6","2.542","22.972","24.199","7","4","4","4","4","4","3.567","7","7.934","6","4","4","4","4","4","2.021","10.393","10.899","6","5","6","2","2","5","3.478","254.088","254.516","14","1","27","2","7","4","3","24","24","","","","26","","8f3f00e042528fad","3LYA37P8IQNOO9KKWCV598MG8YXKBD","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"573","2019-06-05 11:17:21","2019-06-05 11:26:48","0","14136d211602db01","100","567","1","2019-06-05 11:26:49","R_2tL8at3RjBrbzUq","","","","",33.49,-112.17,"anonymous","EN","5","6","3","6","5","5.469","37.23","38.084","5","6","5","3","3","5","3","5.206","38.646","39.992","6","6","5","5","2","2","7","5.914","46.331","47.578","6","2","2","4","2","5","5.925","30.813","32.155","5","3","6","6","3","6","7.37","21.002","21.876","5","5","5","5","5","9.803","30.407","31.779","4","4","2","5","5","3","4.55","26.421","27.2","5","3","3","3","3","16.025","25.673","30.134","4","6","5","6","2","6","6.073","27.696","28.868","5","4","4","4","4","4","4.181","20.499","21.43","5","5","5","5","5","5","9.745","26.406","27.272","5","6","5","6","6","5","5.076","24.499","25.201","5","5","5","3","6","6","3.858","25.594","27.08","6","3","3","3","5","5","5.718","25.516","27.216","5","0","57","5","5","4","2","24","24","","","","26","Thank you for the opportunity to participate in this study. It was very interesting and raised awareness. Thanks! ","056049cac5d3a740","3F0BG9B9MPNW626BNAKGDEFVNNM7YG","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"574","2019-06-05 11:18:23","2019-06-05 11:26:52","0","704709d926433d64","100","509","1","2019-06-05 11:26:53","R_1oAr3u4gAFL31n2","","","","",32.63,-116.94,"anonymous","EN","6","5","3","5","5","6.998","28.968","29.77","7","4","5","4","4","2","6","3.329","31.201","32.302","7","6","6","4","4","2","7","2.877","30.261","31.49","9","3","5","6","3","5","3.704","20.97","21.854","7","5","5","6","2","5","6.986","26.553","27.78","6","3","3","2","7","8.302","21.441","23.275","4","2","7","4","7","1","5.195","24.644","25.7","6","6","2","1","6","2.858","16.658","17.468","6","5","6","2","5","2","4.08","23.839","24.554","5","1","7","2","7","1","3.815","21.681","23.66","5","5","5","4","6","7","6.157","34.677","35.605","6","2","5","2","4","5","3.189","19.385","20.313","6","1","4","2","6","6","3.067","23.451","24.665","9","6","5","5","5","7","3.567","37.915","41.171","9","1","58","5","1","3","3","23","24","3","23","24","26","Interesting study. I would like to participate in the second one also. Everything worked fine.","5dd5765b9ade6e10","3IXEICO792JHLGTCUUSPZJNKDAB6TI","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"575","2019-06-05 11:15:27","2019-06-05 11:27:00","0","9335980af4f7075f","100","693","1","2019-06-05 11:27:01","R_2QAqDJBFl04mSlX","","","","",30.95,-83.25,"anonymous","EN","4","5","4","5","5","3.913","27.172","28.278","7","4","6","5","4","2","4","3.959","26.174","26.948","8","5","6","4","4","3","6","6.323","28.383","29.339","7","3","4","6","4","3","4.796","26.917","27.643","6","3","5","5","3","6","15.829","106.351","107.242","10","6","4","3","5","8.009","24.332","24.949","6","3","4","4","6","3","3.844","16.806","17.703","6","6","2","4","5","45.446","59.77","60.704","5","4","5","4","5","4","18.802","51.709","52.464","6","3","6","4","6","2","3.077","18.999","19.76","6","5","3","4","5","6","8.345","28.887","29.79","6","5","3","5","4","4","1.039","53.834","54.562","7","7","6","5","4","4","4.981","17.03","17.909","6","7","6","6","4","3","22.453","39.92","40.679","6","1","27","3","7","2","1","24","24","","","","26","N/A.","0e53de8918be99ad","3RANCT1ZVFH2R5PWQQZ7FVVEAPUUBJ","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"576","2019-06-05 11:19:51","2019-06-05 11:27:09","0","c4dd3a17e1ebeb60","100","437","1","2019-06-05 11:27:09","R_33qzEbnZgG6eJWC","","","","",40.44,-89.07,"anonymous","EN","1","1","4","4","5","14.677","34.148","35.374","5","1","4","2","1","1","5","28.906","52.044","53.042","6","4","6","4","1","2","7","3.929","27.801","29.047","10","2","1","1","4","6","5.828","22.273","23.4","5","1","7","7","1","7","11.431","23.101","24.163","6","7","1","1","7","10.864","19.216","20.113","4","2","7","1","7","3","1.744","13.821","14.958","7","7","1","1","7","6.637","15.374","16.21","4","4","7","1","6","2","9.265","34.655","35.616","6","1","7","1","7","1","15.73","31.271","32.094","5","1","1","1","7","7","4.135","21.551","22.682","5","2","4","4","2","4","4.691","20.587","21.407","6","2","4","2","4","4","13.608","24.712","25.499","5","4","6","3","4","3","3.526","25.494","26.355","7","0","33","1","6","5","2","24","24","","","","26","","7e0a28f120ac745c","3R6BYFZZP7CKLQV70XWQISL3J5CFXN","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"577","2019-06-05 11:11:09","2019-06-05 11:27:19","0","5cdd6867d31971ef","100","969","1","2019-06-05 11:27:19","R_1E5wQZ915Z1ag0v","","","","",33.51,-101.88,"anonymous","EN","5","2","5","2","5","7.64","31.883","33.196","5","1","7","2","1","1","5","5.252","52.602","54.583","6","3","2","3","2","2","5","9.934","43.517","46.058","7","1","1","7","5","2","7.394","28.641","29.647","6","2","7","6","1","7","3.954","23.995","25.913","5","7","2","1","7","6.517","30.942","31.543","6","1","3","1","7","3","3.472","13.341","18.174","5","7","1","1","7","10.571","20.847","22.323","4","3","5","3","3","5","16.877","65.527","67.217","7","1","7","3","7","1","2.513","26.607","27.612","5","6","5","2","5","6","4.737","27.957","28.736","6","7","1","7","7","1","4.914","30.131","40.408","5","6","6","6","2","3","6.125","26.843","27.71","5","6","6","6","3","1","10.275","34.989","35.935","5","1","36","1","1","4","3","23","24","3","11","24","26","No comments at this time. Thank you.","5c5401b60fd41a56","3DBQWDE4Y6YN7ZOESFW8YE3SSXIN5M","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"578","2019-06-05 11:07:52","2019-06-05 11:27:28","0","aa238996b42c41fc","100","1175","1","2019-06-05 11:27:29","R_31dA0NJrTuL83n6","","","","",45.48,-122.64,"anonymous","EN","5","5","5","2","5","5.396","19.477","20.662","5","2","3","5","3","2","2","4.147","17.298","18.152","6","3","6","3","2","6","6","47.094","62.257","63.313","6","2","3","6","2","5","53.537","75.494","77.558","6","2","6","6","2","6","2.818","10.924","12.091","5","6","2","2","6","4.073","13.494","14.699","4","2","5","3","6","3","14.705","23.925","24.975","5","6","2","2","6","41.99","49.304","50.255","5","3","6","2","5","3","20.94","31.684","32.86","5","2","6","2","6","2","19.389","27.417","28.624","5","3","5","2","3","6","3.305","18.35","19.519","6","6","3","6","6","3","8.337","15.78","16.955","5","6","6","6","5","2","2.485","9.319","10.272","5","5","6","2","3","6","4.237","14.322","15.421","5","0","28","1","6","4","3","24","24","","","","26","","1694c0172ea17ed5","3U5JL4WY5K9ANAYIGG07ROOCUFXX4B","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"579","2019-06-05 11:20:11","2019-06-05 11:27:49","0","b461e2385e05ce8d","100","458","1","2019-06-05 11:27:49","R_2uwjZCfvfube42k","","","","",37.25,-121.84,"anonymous","EN","1","1","1","1","5","6.317","30.871","31.943","7","1","7","3","2","2","5","4.355","30.002","30.471","15","3","5","5","2","7","7","4.892","39.244","40.811","13","1","5","6","5","3","6.499","31.249","33.173","7","1","7","7","1","7","1.9","11.552","12.738","5","7","1","1","7","2.856","18.363","19.762","4","1","7","1","7","3","2.862","12.274","13.433","5","7","1","1","7","1.853","7.623","8.768","4","1","7","1","7","1","3.612","19.118","20.113","5","1","7","1","7","1","1.409","12.605","13.453","5","2","2","1","7","6","10.463","27.653","28.671","9","3","3","2","3","5","10.791","26.419","27.992","5","5","5","5","3","3","21.777","36.197","37.267","6","5","5","6","3","3","6.391","21.403","22.377","5","0","28","1","6","3","1","24","24","","","","26","","10c53e63237db302","3HRMW88U16QIUAHDJ8BW44I16ZQM0T","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"580","2019-06-05 11:12:23","2019-06-05 11:28:13","0","49d500d8884eafa4","100","949","1","2019-06-05 11:28:13","R_2wtU9R0Fc4tCxyx","","","","",38.42,-121.36,"anonymous","EN","6","6","7","6","5","26.181","62.188","63.15","7","4","7","6","1","1","1","76.287","117.739","118.387","7","6","4","7","4","1","7","25.521","42.276","43.355","7","1","1","7","1","4","7.856","23.978","25.673","5","1","7","6","1","7","20.186","60.434","61.931","5","7","2","1","7","4.056","13.292","14.332","4","1","4","2","7","3","86.427","95.91","97.265","5","6","1","1","6","26.305","33.648","34.72","4","4","7","1","4","4","1.491","19.584","20.493","6","1","7","1","7","1","67.618","79.329","80.297","5","1","1","1","7","7","27.249","38.982","40.1","6","6","2","4","7","2","39.471","52.421","53.3","5","7","7","7","7","1","2.862","9.681","10.682","5","6","7","1","1","5","25.531","70.732","72.781","5","0","30","1","6","4","1","24","24","","","","26","Anti-vaxxers are a huge threat to the medical community. I will always be pro-vaccine","bb5475987fe1f2be","3TMFV4NEP8EWHBGUIEUY6HQANZH8WU","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"581","2019-06-05 10:57:55","2019-06-05 11:28:18","0","de47a7072cf3be7e","100","1823","1","2019-06-05 11:28:19","R_1JJvz8KeqDoZo1m","","","","",34.97,-81.05,"anonymous","EN","4","2","2","1","5","4.657","29.842","33.57","5","3","6","3","1","2","1","5.215","31.612","35.673","7","6","4","6","5","1","5","3.125","33.209","36.778","6","1","2","5","1","6","4.865","29.203","30.986","6","2","7","6","1","7","5.22","20.655","29.519","5","7","5","2","4","4.514","30.067","35.711","6","4","5","1","3","3","649.659","1060.507","1069.826","12","6","2","5","4","4.456","38.564","51.896","7","2","6","2","5","2","3.481","33.709","38.174","6","3","4","3","4","4","3.381","18.369","33.305","5","4","3","2","6","6","4.787","25.24","26.665","5","6","2","5","6","2","5.734","24.257","41.682","5","6","6","6","3","4","12.455","245.987","252.712","10","3","4","2","6","7","7.744","31.676","33.379","7","1","35","1","1","2","3","24","24","","","","26","","e92055c049f3bb58","3JWH6J9I9SDPWF5NTPNL103K2TZBN6","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"582","2019-06-05 11:19:14","2019-06-05 11:28:21","0","6a024bdee0bf8e55","100","547","1","2019-06-05 11:28:21","R_30jKk1ikO1QlIMF","","","","",29.66,-98.5,"anonymous","EN","5","1","4","1","5","7.809","54.721","55.809","6","3","6","3","1","1","3","2.057","33.361","34.208","9","2","7","1","2","7","7","5.935","30.152","30.654","7","1","1","7","1","6","3.46","21.316","22.01","5","1","7","7","1","7","2.12","13.473","14.535","5","6","3","1","7","13.117","25.077","31.483","5","1","5","4","6","3","1.971","13.067","13.705","5","5","1","1","7","6.37","15.13","15.904","5","3","6","1","6","3","3.103","18.351","19.173","5","7","7","1","7","1","4.923","25.42","26.172","5","3","2","1","7","7","88.5","106.444","107.212","3","4","2","5","6","3","40.257","67.665","68.472","5","6","6","7","3","3","1.648","15.504","16.135","5","5","6","3","1","5","7.912","26.848","27.663","6","1","37","1","1","4","5","23","24","3","15","24","26","Thank you for having me today!","5ee2b1a944706de9","3YHH42UU5BFYOSZSJWAH4R3C6U5L0V","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"583","2019-06-05 11:20:59","2019-06-05 11:28:37","0","22f7c521e7bc32fc","100","457","1","2019-06-05 11:28:37","R_1d1bhG3uqder7Lr","","","","",42.54,-83.78,"anonymous","EN","4","4","4","4","5","2.595","16.314","23.293","5","5","4","4","4","2","2","2.491","8.635","10.025","8","5","5","4","4","4","4","10.924","23.289","25.011","8","6","6","2","6","6","7.573","19.069","23.07","7","2","5","5","2","4","7.925","18.159","18.883","8","4","4","4","4","2.369","3.643","5.594","4","4","4","4","5","3","1.9","157.887","158.338","8","4","4","4","4","0.733","1.959","4.722","5","4","4","4","3","4","7.872","12.23","16.48","7","4","5","4","5","1","7.95","15.771","18.284","6","4","4","4","3","5","3.935","13.861","15.153","9","4","4","4","4","4","2","3.917","5.934","6","4","5","5","3","4","18.391","23.111","28.023","7","5","5","3","4","4","13.401","24.425","25.212","10","1","31","1","1","4","5","23","24","1","","24","27","","36eaf743cae5aa29","3NPFYT4IZC4QZQR2BH280DLFKK6GXH","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"584","2019-06-05 11:20:14","2019-06-05 11:28:43","0","77fff40fa143c9f8","100","508","1","2019-06-05 11:28:43","R_1me14v3osPYed8q","","","","",40.72,-74.36,"anonymous","EN","5","4","5","4","5","4.256","26.872","27.944","9","7","7","5","4","1","7","4.389","20.861","22","6","3","7","4","4","1","7","3.664","24.271","25.024","6","1","5","4","4","6","7.796","30.723","31.355","6","1","7","7","1","7","5.909","14.013","15.181","6","7","1","1","7","33.832","46.728","48.201","5","1","4","4","7","3","3.098","17.202","19.612","6","7","1","1","5","2.345","15.633","16.282","4","5","7","4","3","4","4.478","29.046","29.864","6","1","7","3","7","1","1.867","19.179","19.698","6","7","1","1","7","7","5.473","30.175","30.465","6","7","4","5","7","7","4.588","15.501","17.692","5","5","7","7","3","1","2.129","18.314","18.792","6","7","7","6","5","7","2.998","21.822","22.467","7","1","37","1","1","6","6","23","24","2","6","24","26","","d72c1c3b60b1da05","345LHZDEDXSXOALJBXK1XCX2MXG3U0","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"585","2019-06-05 10:57:03","2019-06-05 11:28:50","0","82cbdfda26235e19","100","1906","1","2019-06-05 11:28:51","R_1JLMNZhKcrXKna2","","","","",35.26,-120.65,"anonymous","EN","5","5","6","5","5","5.213","29.137","30.333","5","6","1","6","7","2","3","33.353","62.118","63.127","8","7","5","7","6","1","1","573.475","602.367","603.643","6","2","3","6","3","5","97.734","120.547","121.431","5","4","5","4","2","5","4.79","26.708","27.992","5","2","6","5","3","42.246","56.476","57.363","4","6","2","6","1","3","32.258","63.431","82.915","9","1","7","7","1","31.752","41.176","42.299","4","4","3","4","3","5","175.076","200.465","201.221","6","7","1","4","1","7","3.106","22.928","24.643","5","5","5","3","3","5","214.281","236.327","237.179","5","5","3","4","5","3","210.415","254.187","255.253","9","6","5","4","4","4","3.965","19.891","20.715","6","5","5","5","6","5","15.503","38.469","39.426","7","1","38","1","1","4","1","24","24","","","","26","","46988abee96399c7","3QFUFYSY9YFTNO7XGMULLHO5QAVF4W","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
