"","X","workerId","gender","age","ethnicity","education","job","income","political_party","political_beliefs","comments_pretest","eligible_pretest","duration_pretest","hb_1_pretest","hb_2_pretest","hb_3_pretest","hb_4_pretest","hb_check_5_pretest","nat_1_pretest","nat_2r_pretest","nat_3_pretest","nat_4_pretest","nat_5_pretest","nat_6r_pretest","medSkept_1_pretest","medSkept_2r_pretest","medSkept_3_pretest","medSkept_4_pretest","medSkept_5r_pretest","medSkept_6r_pretest","diseaseRare_1_pretest","diseaseRare_2_pretest","diseaseRare_3r_pretest","diseaseRare_4_pretest","diseaseRare_5r_pretest","diseaseSevere_1r_pretest","diseaseSevere_2_pretest","diseaseSevere_3_pretest","diseaseSevere_4r_pretest","diseaseSevere_5_pretest","vaccEff_1_pretest","vaccEff_2r_pretest","vaccEff_3r_pretest","vaccEff_4_pretest","vaccEff_check_1_pretest","vaccDanger_1_pretest","vaccDanger_2r_pretest","vaccDanger_3_pretest","vaccDanger_4r_pretest","vaccDanger_check_3_pretest","vaccTox_1r_pretest","vaccTox_2_pretest","vaccTox_3_pretest","vaccTox_4r_pretest","vaccTox_check_6_pretest","vaccStrain_1_pretest","vaccStrain_2r_pretest","vaccStrain_3_pretest","vaccStrain_4r_pretest","vaccStrain_5_pretest","vaccIntent_1r_pretest","vaccIntent_2_pretest","vaccIntent_3r_pretest","vaccIntent_4_pretest","vaccIntent_5r_pretest","parentExpert_1_pretest","parentExpert_2_pretest","parentExpert_3_pretest","parentExpert_4r_pretest","parentExpert_5r_pretest","infantImmLimCap_1_pretest","infantImmLimCap_2r_pretest","infantImmLimCap_3_pretest","infantImmLimCap_4_pretest","infantImmLimCap_5r_pretest","infantImmWeak_1_pretest","infantImmWeak_2_pretest","infantImmWeak_3_pretest","infantImmWeak_4r_pretest","infantImmWeak_5r_pretest","overpar_1_pretest","overpar_2_pretest","overpar_3_pretest","overpar_4r_pretest","overpar_5r_pretest","is_parent_posttest","children_num_posttest","children_oldest_posttest","children_youngest_posttest","plan_parent_posttest","flushot_self_this_posttest","flushot_self_next_posttest","flushot_child_this_posttest","flushot_child_next_posttest","vax_delay_spread_posttest","vax_refuse_posttest","vax_exemption_posttest","attention_posttest","comments1_posttest","comments_posttest","condition","duration_posttest","hb_1_posttest","hb_2_posttest","hb_3_posttest","hb_4_posttest","hb_check_5_posttest","nat_1_posttest","nat_2r_posttest","nat_3_posttest","nat_4_posttest","nat_5_posttest","nat_6r_posttest","medSkept_1_posttest","medSkept_2r_posttest","medSkept_3_posttest","medSkept_4_posttest","medSkept_5r_posttest","medSkept_6r_posttest","diseaseRare_1_posttest","diseaseRare_2_posttest","diseaseRare_3r_posttest","diseaseRare_4_posttest","diseaseRare_5r_posttest","diseaseSevere_1r_posttest","diseaseSevere_2_posttest","diseaseSevere_3_posttest","diseaseSevere_4r_posttest","diseaseSevere_5_posttest","vaccEff_1_posttest","vaccEff_2r_posttest","vaccEff_3r_posttest","vaccEff_4_posttest","vaccEff_check_1_posttest","vaccDanger_1_posttest","vaccDanger_2r_posttest","vaccDanger_3_posttest","vaccDanger_4r_posttest","vaccDanger_check_3_posttest","vaccTox_1r_posttest","vaccTox_2_posttest","vaccTox_3_posttest","vaccTox_4r_posttest","vaccTox_check_6_posttest","vaccStrain_1_posttest","vaccStrain_2r_posttest","vaccStrain_3_posttest","vaccStrain_4r_posttest","vaccStrain_5_posttest","vaccIntent_1r_posttest","vaccIntent_2_posttest","vaccIntent_3r_posttest","vaccIntent_4_posttest","vaccIntent_5r_posttest","parentExpert_1_posttest","parentExpert_2_posttest","parentExpert_3_posttest","parentExpert_4r_posttest","parentExpert_5r_posttest","infantImmLimCap_1_posttest","infantImmLimCap_2r_posttest","infantImmLimCap_3_posttest","infantImmLimCap_4_posttest","infantImmLimCap_5r_posttest","infantImmWeak_1_posttest","infantImmWeak_2_posttest","infantImmWeak_3_posttest","infantImmWeak_4r_posttest","infantImmWeak_5r_posttest","overpar_1_posttest","overpar_2_posttest","overpar_3_posttest","overpar_4r_posttest","overpar_5r_posttest"
"274",274,"3971347c1626c017",1,29,3,3,9,1,9,40,NA,"true",778,2,1,0,1,1,3,3,1,0,0,-1,3,-2,0,-1,-1,-1,-1,0,-3,-1,0,-2,1,-2,0,3,0,-1,-1,1,-3,-2,0,1,-1,-1,0,-1,0,0,2,0,-1,0,1,1,0,0,-1,0,-1,0,0,2,-1,-1,1,3,1,2,2,0,2,3,3,2,-1,0,-2,-1,-2,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"Thank you!","I do not have any comments about this study.","noInterv",746,1,1,1,0,1,3,2,1,0,1,-2,3,-2,0,0,1,2,-1,0,0,-2,1,2,2,0,2,0,1,0,1,1,-3,-2,1,0,-1,-1,1,0,1,0,2,0,0,1,0,1,0,1,0,1,1,-2,1,0,-2,-1,0,2,-1,2,2,1,3,3,2,3,0,0,-2,1,2
"275",275,"5603273e2da749b1",1,31,7,5,1,4,2,35,"","true",694,3,2,2,1,1,3,0,1,-1,0,2,3,1,3,1,3,2,-3,-2,-2,-3,-1,2,3,-1,3,3,1,2,1,0,-3,1,-2,-2,-1,-1,2,2,3,2,2,3,-2,0,-2,-2,-2,2,1,1,3,1,1,-2,1,-1,3,-2,1,-1,-1,3,-1,-1,-2,-2,2,2,-2,-1,-1,1,1,2,NA,NA,0,0,1,0,0,0,0,1,"","","diseaseRisk",768,1,1,2,2,1,2,-1,1,-1,-2,2,2,-2,3,1,3,-1,-2,-2,-3,-2,-2,3,3,3,3,3,2,2,2,1,-3,1,-1,-1,-1,-1,2,1,2,2,2,2,1,1,1,1,3,1,-1,1,2,1,0,-1,-1,-2,1,1,1,1,1,3,1,2,0,1,3,2,1,1,2
"276",276,"6f293a5a5f2439b0",2,57,1,2,8,3,9,86,"","true",836,2,1,1,-2,1,2,-1,2,0,-1,3,3,-1,3,2,3,1,2,2,0,1,2,-1,3,0,3,1,3,1,1,1,-3,0,-1,1,-2,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,3,1,2,3,3,1,0,1,-1,2,-1,2,2,1,1,-1,-1,-1,-1,3,2,-1,-2,-3,1,5,40,13,NA,0,0,0,0,0,0,0,1,"","none","noInterv",518,3,3,2,1,1,2,-1,3,-1,-2,3,3,-2,3,2,3,2,-1,-1,-2,-1,-1,-1,2,2,1,2,3,-1,1,3,-3,0,-1,1,-3,-1,-1,-1,-1,-2,2,-1,0,-1,1,0,-3,3,-2,2,3,1,1,1,1,-1,2,1,0,2,1,2,1,-1,-1,-2,1,2,1,-2,-2
"277",277,"dadd436410bf17d1",1,32,3,5,2,1,2,3,"","true",690,1,1,1,0,1,0,-2,0,-1,-3,-1,3,2,2,-1,3,2,-2,1,-2,-2,-1,0,2,2,3,2,1,-1,1,1,-3,-2,-1,0,-3,-1,-2,-3,0,0,2,0,0,-1,0,1,-3,3,2,2,3,0,0,-3,-2,-2,1,0,1,1,0,0,2,1,1,2,1,2,1,0,-2,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",630,1,2,1,1,1,0,-2,-1,-2,-3,0,3,0,3,-2,3,-1,-3,-1,1,-2,-1,2,3,2,3,2,2,2,3,2,-3,-3,-2,-2,-3,-1,-2,-3,-2,-2,2,0,-1,-2,-1,-2,2,3,3,3,3,-1,1,-3,-2,-3,1,0,0,1,0,1,2,2,2,3,1,2,2,2,1
"278",278,"8476aa6f467bb987",1,55,1,4,2,2,9,50,"no","true",659,2,-2,0,0,1,2,-1,-1,0,-2,1,3,3,3,2,3,3,-2,-2,-2,-2,-1,2,2,2,3,2,2,2,2,2,-3,-1,0,0,-1,-1,0,0,0,0,2,0,-1,0,1,1,2,2,1,1,3,3,3,1,1,2,0,0,0,1,0,-1,0,1,-1,0,-1,-1,-3,-1,-3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"nothing","no","diseaseRisk",646,1,-2,0,-2,1,3,-1,2,2,0,2,3,-1,3,2,2,-1,-1,1,-2,-1,-1,2,2,2,2,2,2,1,1,2,-3,-1,-1,1,-1,-1,0,0,0,0,2,1,1,1,2,1,2,1,-1,2,3,3,3,2,3,2,1,0,0,1,0,-3,1,0,-1,-1,-2,-1,-3,-1,-3
"279",279,"48c3059b9b818f5d",1,38,1,8,2,2,9,45,"I know a little about vaccines but I have heard conflicting information about what people believe the problem is concerning side effects. Last I heard it had to do with the additive in vaccines but even still I feel vaccines are safe.  ","true",995,1,1,1,0,1,-1,-1,0,-1,0,1,1,0,-1,-2,0,-2,-1,-1,-2,0,0,-2,1,2,1,1,0,2,1,1,-3,-1,0,0,-1,-1,0,-1,0,0,2,0,1,-1,0,0,0,2,-1,2,2,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,-3,1,1,8,NA,NA,0,1,0,1,0,0,0,1,"I had once thought to spread out my child's vaccinations but after I was more familiar with the preservative/additive in the MMR shot I decided that one quick shot was in her better interests. ","none.","noInterv",797,0,-1,0,-1,1,0,-1,0,0,0,1,0,-2,0,-1,0,-2,-1,-1,-1,-1,0,2,1,2,1,1,2,1,2,1,-3,0,0,0,-1,-1,0,-1,0,0,2,-1,1,-1,0,0,-1,2,0,3,3,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-2
"280",280,"e26e551024a10df8",2,34,1,3,2,5,2,52,"","true",1068,2,1,1,1,1,3,0,1,2,0,3,3,-2,0,0,2,-1,-1,-2,-1,-2,-2,-2,3,2,3,3,1,-1,2,2,-3,0,-1,0,-2,-1,0,-2,0,0,2,2,0,1,1,0,0,2,0,2,2,2,2,1,0,-1,3,2,0,1,2,1,0,1,0,0,2,1,1,0,-2,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"Great study! Easy to understand statements. ","","noInterv",824,1,2,1,2,1,2,0,1,1,0,-3,1,-1,0,0,2,-1,-2,-1,0,-2,-2,3,2,2,2,2,0,0,1,1,-3,0,0,0,-1,-1,0,0,1,0,2,1,0,1,0,0,-2,2,-1,2,2,1,1,0,-1,0,2,0,-1,0,0,1,0,0,0,-1,1,2,0,0,-2
"281",281,"4770828ed508cd3c",2,31,1,6,2,2,1,65,"","true",444,0,1,2,0,1,0,-1,1,-1,-1,2,0,-1,-1,-2,1,-2,-1,-2,0,-2,-1,2,2,2,3,2,2,0,2,1,-3,-1,0,-2,-2,-1,-1,0,-1,-2,2,0,-1,-1,2,1,3,3,-3,3,3,0,0,1,1,-1,2,2,0,2,2,1,2,-1,0,0,1,-2,-1,-1,-3,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",389,1,0,2,1,1,3,-3,2,-1,-3,-2,1,-3,2,2,-3,-1,-3,-3,-3,-3,-2,3,3,3,3,3,2,-2,-2,3,-3,3,-3,3,-3,-1,-1,-3,-2,-3,2,-2,-2,3,-2,2,-3,3,-3,3,-2,1,1,1,0,-1,3,3,3,3,3,2,2,-1,-2,2,2,1,2,-2,-1
"282",282,"e25bd3566e41e7d7",1,37,1,2,2,1,2,44,"no comment","true",713,3,0,-3,3,1,1,-3,0,-3,-3,0,1,-1,3,-3,3,-3,-3,-3,-3,-3,-1,3,3,3,3,3,3,3,3,3,-3,0,-3,0,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,1,-1,-3,-1,-3,1,3,0,3,3,-3,3,3,3,3,1,1,-3,-1,-3,1,1,4,NA,NA,1,1,1,1,0,0,0,1,"no comment","no comment","diseaseRisk",821,3,-1,0,-1,1,0,-1,1,0,-3,0,3,-3,0,-3,0,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,0,-3,0,0,2,-3,-3,-3,-3,-3,3,3,3,3,3,0,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,3,-3,3,3,0,-3
"283",283,"04e99fdafaaa7f62",1,49,1,2,1,5,1,82,"I'm not a Dr nor very wise in these areas.  Thank you for the opportunity to assist you.","true",651,1,1,1,1,1,1,-1,0,-1,-2,-1,-2,-2,0,0,0,-2,-2,-2,0,-1,-1,2,2,2,2,2,1,-1,2,2,-3,0,-1,0,-2,-1,0,0,0,0,2,0,-1,0,0,0,0,2,2,2,2,1,0,-1,-3,-3,0,0,1,1,0,1,1,1,0,0,1,1,2,0,-1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"Some of the questions were hard, I wasn't sure of a correct answer since I'm not trained in this stuff at all.","Thank you for the opportunity to assist you.","diseaseRisk",1761,1,1,1,1,1,1,-1,0,-2,-2,2,-2,-2,-2,0,1,-2,-2,1,-2,0,-1,3,2,2,3,2,2,-2,2,2,-3,-1,0,0,-1,-1,-1,-1,0,-1,2,0,-1,0,0,0,0,2,2,2,2,2,2,2,-2,-3,1,-1,1,0,-1,2,1,1,0,0,2,2,3,-2,-2
"284",284,"99f884337a0cbf2e",1,40,2,4,1,6,10,40,"no comments at this time","true",752,2,-1,0,-1,1,1,0,-1,-2,-2,1,1,-1,0,-1,2,-2,-2,-1,0,-2,0,2,1,1,2,0,2,0,2,2,-3,-1,-2,0,-2,-1,0,-2,0,-1,2,-1,1,0,0,0,1,2,1,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,1,2,15,9,NA,0,1,1,1,0,0,0,1,"no other comments or thoughts","no additional comments","diseaseRisk",929,1,0,-1,-1,1,1,0,1,-2,-1,1,1,-1,-1,-2,1,1,-1,-2,-2,-2,-1,1,2,2,2,1,1,0,2,1,-3,-2,-1,0,-1,-1,0,-1,0,0,2,1,1,0,0,0,2,2,1,2,2,2,0,-2,-2,-2,2,1,2,2,2,2,-1,2,-1,1,2,2,1,-2,0
"285",285,"56bdb09a9dc00127",2,24,1,4,2,1,2,27,"","true",325,1,-2,1,-2,1,-3,-3,-3,-3,1,-3,-1,-3,1,1,-3,-3,-3,-1,-1,-3,-2,3,3,2,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,1,-1,-1,-3,-2,3,0,1,1,1,3,3,2,2,2,-1,2,-2,0,-2,0,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",367,0,-2,1,-2,1,-3,-3,-3,-3,1,-3,-1,-3,1,-1,-3,-3,-2,-2,-3,-2,-2,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,1,1,0,-3,-3,3,2,0,1,0,2,2,2,1,1,2,1,0,-1,-1
"286",286,"67c74c11ae362c89",2,18,1,3,2,6,9,43,"","true",561,-1,-2,1,-2,1,-1,-2,-2,-2,-3,-1,3,-2,3,2,3,-2,-2,-2,-2,-2,-2,3,2,3,3,3,1,3,3,3,-3,-3,-2,-3,-2,-1,-3,-3,-3,-3,2,0,-2,-2,-1,-2,2,3,2,3,3,2,-1,-3,-1,-3,2,2,0,2,2,2,2,1,2,2,2,0,1,-2,-1,0,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",404,2,0,1,-2,1,-3,-2,0,-3,-3,-2,3,-2,1,-2,3,-2,-3,-3,-3,-3,-3,3,3,3,3,3,2,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,0,2,-2,0,1,3,3,2,3,3,1,1,-2,-1,-2,2,0,1,3,2,1,2,3,2,2,2,3,3,-1,2
"287",287,"6f5db23f37f8088a",1,34,1,4,1,5,1,54,"","true",396,-1,-3,-3,-3,1,0,0,-3,-3,-3,-2,1,-3,-2,-3,0,-3,-3,-1,-3,-2,0,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,0,2,0,2,0,3,2,-2,0,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",516,-3,-3,-1,-3,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-1,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-1,0,0,0,0,0,3,3,3,3
"288",288,"97ce9ca900284c8e",2,43,1,4,5,2,2,0,"no","true",345,0,-3,-3,-3,1,-3,-3,-3,-3,0,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,-3,0,0,0,0,1,2,12,7,NA,0,0,1,1,0,0,0,1,"no","no","diseaseRisk",479,0,-3,-3,-3,1,-3,-3,-3,-3,-3,0,3,-3,-3,0,-3,0,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-3,-3,-3,-3,-3,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1
"289",289,"cdd9e589a261eab4",1,30,1,2,1,3,2,32,"","true",998,2,-2,2,0,1,3,-1,3,2,-3,-2,3,-1,0,2,3,-3,-2,-1,-2,-1,0,3,2,3,2,3,-1,-2,-2,1,-3,-2,-1,0,-2,-1,-1,1,1,1,2,3,2,1,1,2,3,2,2,3,3,3,2,1,-2,-3,-1,-1,1,2,1,1,-1,-2,-2,-3,3,2,-1,-2,-2,1,1,5,NA,NA,1,1,1,1,0,0,0,1,"","","noInterv",1302,2,-3,1,-2,1,2,-1,1,2,-3,-1,1,-3,0,1,2,-1,-3,-3,-3,-2,-2,1,3,1,3,3,-1,0,1,1,-3,1,1,-2,-1,-1,-1,1,2,2,2,3,2,-2,0,0,-1,2,2,2,3,3,0,-2,-1,-1,2,-1,1,0,1,-2,-2,-3,-3,-3,1,-2,-3,-2,-2
"290",290,"0525f0cdbc1e7303",2,29,1,6,3,1,9,37,"No.","true",319,2,0,-1,0,1,-2,-1,0,-2,1,2,3,-1,0,2,-2,-3,-3,-1,-2,0,-1,3,3,3,3,3,2,2,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-1,2,-1,-3,-3,-3,-3,3,3,3,3,3,-2,-1,-3,-3,-3,1,-1,1,0,-1,-3,-1,1,-2,-2,-2,-1,-2,-1,-3,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"No.","No.","noInterv",264,2,-2,0,1,1,-1,-1,-1,-2,0,2,3,-1,1,0,-1,-3,-2,1,-1,-2,-1,2,3,3,3,3,2,0,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-2,2,2,-3,-3,-2,-3,3,3,3,3,3,-2,-1,-3,-2,-3,2,-1,1,1,0,0,0,1,-1,-1,-2,-2,-3,-1,-3
"291",291,"5b2f207491d8a28b",2,47,1,4,1,3,9,0,"","true",778,-3,-3,-3,3,1,0,-3,-3,-3,-3,3,-2,-3,-2,-2,0,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,0,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,3,3,3,3,-3,-3,1,1,9,0,NA,1,1,1,1,0,0,0,1,"","","noInterv",335,-3,1,3,3,1,0,-3,0,-3,0,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-3
"292",292,"8f63bdcb6b81c903",2,40,1,5,2,1,11,58,"no thank you","true",710,1,1,1,1,1,1,-1,2,1,2,2,2,0,2,-1,3,1,0,0,-1,-1,-1,1,1,1,1,1,0,-2,-1,1,-3,2,1,1,1,-1,0,0,1,1,2,0,0,0,-1,1,-1,0,-1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-2,1,0,0,-1,-2,1,2,13,6,NA,0,0,0,0,0,0,0,1,"no thank you","nope","diseaseRisk",811,1,1,1,1,1,0,1,-1,1,-1,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,0,1,1,1,0,1,-2,1,1,-3,1,2,0,1,-1,0,0,0,0,2,0,0,0,1,1,-1,1,-1,0,1,0,-1,0,0,-1,0,0,0,0,1,0,1,1,-1,-1,1,1,-1,0,0
"293",293,"786941ff190dbf2a",1,31,1,2,4,1,9,45,"Thank you and have a great week :)","true",711,1,1,0,0,1,1,0,1,0,0,0,1,-1,0,0,0,-1,-2,0,-2,-2,-1,1,3,2,3,3,0,-1,0,1,-3,0,0,0,0,-1,0,0,0,1,2,0,0,0,0,0,0,3,1,1,2,2,-2,-2,-3,-3,0,0,1,1,0,2,1,1,0,0,3,3,2,1,-2,0,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,1,"Thank you and have a great week :)","Thanks again! Take care :)","diseaseRisk",786,1,1,0,0,1,1,0,0,0,-1,0,1,-1,0,0,0,-2,-3,0,-3,-3,-2,3,3,2,3,3,2,0,2,2,-3,-2,-2,0,-2,-1,0,0,0,0,2,-1,-1,-1,0,0,0,3,3,3,3,0,1,0,-3,-3,1,1,0,2,1,3,2,3,0,0,3,3,3,2,1
"294",294,"6d00caecf3b038ac",2,35,5,6,1,4,2,7,"For me personally, I feel the side effects of vaccines are a much lower risk than a child contracting the disease and feel vaccines are better for kids. ","true",864,2,2,2,2,1,3,-1,2,1,-3,2,1,-2,1,1,3,-2,-1,-1,-2,1,-2,3,3,3,3,3,2,-3,2,2,-3,-2,-2,-1,-2,-1,-1,-2,1,-1,2,-1,-2,-1,-1,-1,3,3,3,3,3,3,1,1,0,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,-1,1,1,-3,-3,-3,1,3,7,1,NA,1,1,1,1,0,0,0,1,"","I think itâs very important to vaccinate. ","diseaseRisk",359,1,2,2,2,1,2,-1,2,2,-3,2,1,-2,0,0,0,-1,-2,-2,-3,-1,-2,3,3,3,3,3,2,1,2,2,-3,-2,-2,-1,-2,-1,-2,-2,0,-2,2,-2,-2,-2,-2,-2,2,3,3,2,3,2,-1,-1,0,-2,0,-1,0,0,-1,2,1,-1,-1,-2,0,1,1,-1,-2
"295",295,"27caec56525f4332",1,39,2,5,1,3,2,13,"no","true",894,-2,0,1,1,1,3,2,2,2,-2,2,2,0,1,1,1,2,-1,-2,0,0,0,0,2,2,2,2,-1,0,-1,-1,-3,2,1,1,1,-1,3,1,2,3,2,2,2,2,2,2,0,-2,-2,-1,0,1,0,1,2,2,2,1,0,2,2,1,0,2,1,-2,0,2,-2,0,-2,1,1,7,NA,NA,0,0,0,0,1,1,0,1,"no","no","noInterv",1422,-1,0,0,2,1,2,2,2,2,2,2,2,1,2,0,2,0,-1,-1,-2,-2,-1,0,2,2,0,2,-1,0,-2,-2,-3,2,2,0,1,-1,2,2,2,2,2,2,1,2,2,2,-2,-2,-2,-2,-2,2,1,1,0,0,2,1,2,2,2,2,2,2,1,0,1,1,2,0,0
"296",296,"35fea237138fd596",1,35,1,2,1,5,1,52,"","true",1494,1,1,1,2,1,-1,-2,-1,-2,-3,1,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-1,1,2,2,3,2,2,2,2,2,-3,-2,-2,-1,-2,-1,-1,1,-2,-1,2,-1,-2,-2,-2,-1,-3,3,2,3,3,2,-1,-2,1,-2,1,-1,1,1,2,-3,-1,3,-1,1,-1,3,1,-2,-3,1,2,4,2,NA,0,0,0,0,0,0,0,1,"","","noInterv",396,1,-1,1,-1,1,-2,-3,-1,-2,-3,1,-1,-2,-1,2,-1,-2,-1,-1,-1,-1,-1,1,2,2,3,2,2,1,2,3,-3,-2,-2,-1,-2,-1,-1,-2,-1,-2,2,-1,-2,-1,-1,-2,2,3,2,3,3,2,1,-1,-1,-2,2,-1,-1,3,1,1,-1,1,-1,-1,2,2,1,-2,-3
"297",297,"fb84bd6d403650fd",2,32,3,4,1,6,11,23,"I feel skeptical about vaccines in general but its 50/50 on whether or not I would let my children get them. ","true",1384,1,1,1,-2,1,3,2,3,1,1,3,2,-1,2,2,3,0,0,1,-1,-2,0,2,3,2,3,3,2,1,2,0,-3,2,3,1,-1,-1,-1,-1,1,0,2,1,-1,1,3,2,1,1,-3,1,0,1,0,-1,0,-1,1,-1,0,3,-1,0,1,1,-1,-1,3,2,2,2,-2,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"","I feel so conflicted about vaccines and I've done research on them and still dont officially know where I stand with them.","noInterv",773,2,1,1,-1,1,3,2,2,-1,1,3,2,-1,2,2,3,2,-1,-1,-1,-1,-1,2,3,2,3,2,2,1,0,-1,-3,1,3,-1,0,-1,0,0,1,0,2,-1,1,1,2,3,0,1,-3,0,1,1,-1,-1,0,-1,2,0,-1,1,1,1,0,2,-2,1,1,2,1,2,-1
"298",298,"075861204d357456",2,29,1,4,3,4,10,53,"","true",727,1,-3,-2,-3,1,0,-3,-2,-3,-3,-1,-2,-3,-2,-3,-3,-3,-1,2,-2,-1,-1,3,3,3,3,3,3,3,3,3,-3,-3,-1,-2,-3,-1,-3,-3,-3,-3,2,1,-3,-2,-1,-2,3,3,2,3,3,2,2,-3,-1,-3,2,0,0,2,1,1,1,2,0,-2,1,1,2,0,-1,1,1,6,NA,NA,1,1,1,1,0,0,0,1,"","","noInterv",437,2,-3,-2,-3,1,0,-3,-2,-3,-2,0,-2,-3,-1,-2,-3,-2,-3,0,-3,-2,-1,3,3,3,3,3,2,2,3,3,-3,-3,-1,-2,-2,-1,-2,-3,-2,-3,2,0,-3,-2,0,0,3,3,2,3,3,2,1,-1,-1,-2,1,0,0,1,0,0,1,2,0,0,2,2,2,0,0
"299",299,"eed7bcac99d4a7e0",1,25,1,5,1,2,2,0,"no","true",1622,2,-3,1,-2,1,-3,-3,-3,-3,-3,2,3,-3,2,-3,3,-3,-3,-2,-2,-3,-2,3,3,3,3,3,2,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,3,-3,3,3,3,3,3,-3,-3,-3,-1,-2,1,-3,-3,-3,-2,-3,2,1,3,3,1,1,1,-1,1,0,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,"no","no","diseaseRisk",616,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,-3,3,3,2,-2,3,3,1,2,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-1,1,-3,-3,-1,1,-3,-3,-3,-3,-2,-2,-2,1,1,-3,2,3,-2,-3
